
--------------------------------------------------
Circuit Details:
--------------------------------------------------
No. of Primary Inputs: 26
No. of Primary Outputs: 9
No. of Gates: 771
No. of DFFs: 78
No. of Nodes: 1790
Execution Time: 563500000 ns
Primary Inputs: troj27_0n14 troj27_0n13 troj27_0N39 troj27_0N37 test_si troj27_0n10 CK test_se G15 G12 G16 G0 G3 G1 G4 G2 G5 G7 G8 G9 G10 G13 G11 troj27_0N40 G6 G14
Outputs: troj27_0n17 troj27_0n5 troj27_0n9 troj27_0n8 troj27_0n2 G729 troj27_0n6 G702 G727


----------------------------------------
Signal	CC0	CC1	CO	SC0	SC1
troj27_0state_0_	3	3	24	1	1
troj27_0n18	3	3	6	1	1
troj27_0state_2_	4	8	99999994	1	2
troj27_0n15	4	8	312	1	2
troj27_0state_1_	4	4	5	1	1
Trojan_out0	4	15	306	1	4
troj27_0N41	2	2	6	0	0
troj27_0n12	2	2	6	0	0
troj27_0n11	2	2	307	0	0
troj27_0n5	2	2	0	0	0
\DFF_73/Q_reg-SDFF-s-bar	2	2	89	0	0
\DFF_72/Q_reg-SDFF-s-bar	2	2	231	0	0
\DFF_71/Q_reg-SDFF-s-bar	2	2	247	0	0
\DFF_70/Q_reg-SDFF-s-bar	2	2	340	0	0
\DFF_69/Q_reg-SDFF-s-bar	2	2	512	0	0
\DFF_68/Q_reg-SDFF-s-bar	2	2	543	0	0
\DFF_67/Q_reg-SDFF-s-bar	2	2	712	0	0
\DFF_66/Q_reg-SDFF-s-bar	2	2	911	0	0
\DFF_65/Q_reg-SDFF-s-bar	2	2	996	0	0
\DFF_64/Q_reg-SDFF-s-bar	2	2	1271	0	0
\DFF_63/Q_reg-SDFF-s-bar	2	2	1360	0	0
\DFF_62/Q_reg-SDFF-s-bar	2	2	1447	0	0
\DFF_61/Q_reg-SDFF-s-bar	2	2	1570	0	0
\DFF_60/Q_reg-SDFF-s-bar	2	2	1787	0	0
\DFF_59/Q_reg-SDFF-s-bar	2	2	2037	0	0
\DFF_58/Q_reg-SDFF-s-bar	2	2	2287	0	0
\DFF_57/Q_reg-SDFF-s-bar	2	2	2537	0	0
\DFF_56/Q_reg-SDFF-s-bar	2	2	2817	0	0
\DFF_55/Q_reg-SDFF-s-bar	2	2	3067	0	0
\DFF_54/Q_reg-SDFF-s-bar	2	2	3317	0	0
\DFF_53/Q_reg-SDFF-s-bar	2	2	3567	0	0
\DFF_52/Q_reg-SDFF-s-bar	2	2	3829	0	0
\DFF_51/Q_reg-SDFF-s-bar	2	2	3944	0	0
\DFF_50/Q_reg-SDFF-s-bar	2	2	4082	0	0
\DFF_49/Q_reg-SDFF-s-bar	2	2	4220	0	0
\DFF_48/Q_reg-SDFF-s-bar	2	2	4304	0	0
\DFF_47/Q_reg-SDFF-s-bar	2	2	4479	0	0
\DFF_46/Q_reg-SDFF-s-bar	2	2	4619	0	0
\DFF_45/Q_reg-SDFF-s-bar	2	2	4801	0	0
\DFF_44/Q_reg-SDFF-s-bar	2	2	4948	0	0
\DFF_43/Q_reg-SDFF-s-bar	2	2	6085	0	0
\DFF_42/Q_reg-SDFF-s-bar	2	2	6223	0	0
\DFF_41/Q_reg-SDFF-s-bar	2	2	6781	0	0
\DFF_40/Q_reg-SDFF-s-bar	2	2	147	0	0
\DFF_39/Q_reg-SDFF-s-bar	2	2	275	0	0
\DFF_38/Q_reg-SDFF-s-bar	2	2	557	0	0
\DFF_37/Q_reg-SDFF-s-bar	2	2	843	0	0
\DFF_36/Q_reg-SDFF-s-bar	2	2	1079	0	0
\DFF_35/Q_reg-SDFF-s-bar	2	2	1653	0	0
\DFF_34/Q_reg-SDFF-s-bar	2	2	1993	0	0
\DFF_33/Q_reg-SDFF-s-bar	2	2	3996	0	0
\DFF_32/Q_reg-SDFF-s-bar	2	2	4326	0	0
\DFF_31/Q_reg-SDFF-s-bar	2	2	4454	0	0
\DFF_30/Q_reg-SDFF-s-bar	2	2	9004	0	0
\DFF_29/Q_reg-SDFF-s-bar	2	2	13477	0	0
\DFF_28/Q_reg-SDFF-s-bar	2	2	13737	0	0
\DFF_27/Q_reg-SDFF-s-bar	2	2	13995	0	0
\DFF_26/Q_reg-SDFF-s-bar	2	2	14253	0	0
\DFF_25/Q_reg-SDFF-s-bar	2	2	14495	0	0
\DFF_24/Q_reg-SDFF-s-bar	2	2	14716	0	0
\DFF_23/Q_reg-SDFF-s-bar	2	2	14944	0	0
\DFF_22/Q_reg-SDFF-s-bar	2	2	15210	0	0
\DFF_21/Q_reg-SDFF-s-bar	2	2	15478	0	0
\DFF_20/Q_reg-SDFF-s-bar	2	2	15809	0	0
\DFF_19/Q_reg-SDFF-s-bar	2	2	15982	0	0
\DFF_18/Q_reg-SDFF-s-bar	2	2	215	0	0
\DFF_17/Q_reg-SDFF-s-bar	2	2	427	0	0
\DFF_16/Q_reg-SDFF-s-bar	2	2	505	0	0
\DFF_15/Q_reg-SDFF-s-bar	2	2	747	0	0
\DFF_14/Q_reg-SDFF-s-bar	2	2	267	0	0
\DFF_13/Q_reg-SDFF-s-bar	2	2	373	0	0
\DFF_12/Q_reg-SDFF-s-bar	2	2	488	0	0
\DFF_11/Q_reg-SDFF-s-bar	2	2	635	0	0
\DFF_10/Q_reg-SDFF-s-bar	2	2	723	0	0
\DFF_9/Q_reg-SDFF-s-bar	2	2	842	0	0
\DFF_8/Q_reg-SDFF-s-bar	2	2	960	0	0
\DFF_7/Q_reg-SDFF-s-bar	2	2	139	0	0
\DFF_6/Q_reg-SDFF-s-bar	2	2	350	0	0
\DFF_5/Q_reg-SDFF-s-bar	2	2	258	0	0
\DFF_4/Q_reg-SDFF-s-bar	2	2	442	0	0
\DFF_3/Q_reg-SDFF-s-bar	2	2	639	0	0
\DFF_2/Q_reg-SDFF-s-bar	2	2	229	0	0
\DFF_1/Q_reg-SDFF-s-bar	2	2	221	0	0
\DFF_0/Q_reg-SDFF-s-bar	2	2	225	0	0
\DFF_0/Q_reg-SDFF-output-B	2	3	215	0	0
G701BF	2	2	225	0	0
n141	2	2	367	0	0
n138	2	2	292	0	0
n142	2	2	325	0	0
n149	2	3	236	0	0
G657	2	3	273	0	0
n139	2	2	89	0	0
\DFF_73/Q_reg-SDFF-output-B	2	21	5	0	3
n75	9	20	216	1	3
\DFF_72/Q_reg-SDFF-output-B	2	16	205	0	2
\DFF_71/Q_reg-SDFF-output-B	2	11	212	0	1
n88	9	10	121	1	1
\DFF_70/Q_reg-SDFF-output-B	2	11	337	0	1
n89	9	10	264	1	1
\DFF_69/Q_reg-SDFF-output-B	2	11	509	0	1
n231	11	2	605	1	0
n335	11	2	354	1	0
n429	11	2	89	1	0
n99	9	10	23	1	1
\DFF_68/Q_reg-SDFF-output-B	2	26	540	0	4
n100	9	25	671	1	4
\DFF_67/Q_reg-SDFF-output-B	2	21	687	0	3
n101	9	20	196	1	3
\DFF_66/Q_reg-SDFF-output-B	2	16	891	0	2
n102	9	15	76	1	2
\DFF_65/Q_reg-SDFF-output-B	2	11	975	0	1
n104	9	10	286	1	1
\DFF_64/Q_reg-SDFF-output-B	2	13	1268	0	1
\DFF_63/Q_reg-SDFF-output-B	2	13	1355	0	1
\DFF_62/Q_reg-SDFF-output-B	2	18	1442	0	2
\DFF_61/Q_reg-SDFF-output-B	2	13	1532	0	1
\DFF_60/Q_reg-SDFF-output-B	2	13	1782	0	1
\DFF_59/Q_reg-SDFF-output-B	2	13	2032	0	1
\DFF_58/Q_reg-SDFF-output-B	2	13	2282	0	1
n306	45	9	244	4	1
\DFF_57/Q_reg-SDFF-output-B	2	41	2532	0	4
n106	9	40	244	1	4
\DFF_56/Q_reg-SDFF-output-B	2	41	2784	0	4
n107	9	40	242	1	4
\DFF_55/Q_reg-SDFF-output-B	2	41	3034	0	4
n108	9	40	242	1	4
\DFF_54/Q_reg-SDFF-output-B	2	40	3284	0	4
n109	9	39	242	1	4
\DFF_53/Q_reg-SDFF-output-B	2	35	3534	0	4
n110	9	34	242	1	4
\DFF_52/Q_reg-SDFF-output-B	2	30	3784	0	3
\DFF_51/Q_reg-SDFF-output-B	2	30	3922	0	3
\DFF_50/Q_reg-SDFF-output-B	2	30	4060	0	3
n340	85	9	74	9	1
\DFF_49/Q_reg-SDFF-output-B	2	32	4198	0	3
\DFF_48/Q_reg-SDFF-output-B	2	33	4280	0	4
n338	37	17	142	4	2
\DFF_47/Q_reg-SDFF-output-B	2	28	4438	0	3
n336	35	17	142	4	2
n113	9	27	283	1	3
\DFF_46/Q_reg-SDFF-output-B	2	23	4596	0	3
n337	30	17	142	4	2
n114	9	22	288	1	3
\DFF_45/Q_reg-SDFF-output-B	2	18	4754	0	2
\DFF_44/Q_reg-SDFF-output-B	2	13	4917	0	1
n115	9	12	1155	1	1
\DFF_43/Q_reg-SDFF-output-B	2	39	6080	0	5
n116	9	38	92	1	5
\DFF_42/Q_reg-SDFF-output-B	2	34	6180	0	4
n117	9	33	556	1	4
n118	9	28	150	1	3
\DFF_41/Q_reg-SDFF-output-B	2	29	6744	0	3
\DFF_40/Q_reg-SDFF-output-B	2	53	126	0	5
n119	9	52	96	1	5
\DFF_39/Q_reg-SDFF-output-B	2	50	230	0	5
\DFF_38/Q_reg-SDFF-output-B	2	79	515	0	8
\DFF_37/Q_reg-SDFF-output-B	2	74	746	0	7
n120	9	73	1033	1	7
\DFF_36/Q_reg-SDFF-output-B	2	56	977	0	6
\DFF_35/Q_reg-SDFF-output-B	2	37	1592	0	5
n121	9	36	343	1	5
\DFF_34/Q_reg-SDFF-output-B	2	32	1943	0	4
\DFF_33/Q_reg-SDFF-output-B	2	27	3946	0	3
\DFF_32/Q_reg-SDFF-output-B	2	22	4293	0	2
\DFF_31/Q_reg-SDFF-output-B	2	62	4440	0	6
\DFF_30/Q_reg-SDFF-output-B	2	57	8934	0	5
\DFF_29/Q_reg-SDFF-output-B	2	38	13428	0	5
n122	9	37	255	1	5
\DFF_28/Q_reg-SDFF-output-B	2	33	13691	0	4
n123	9	32	255	1	4
\DFF_27/Q_reg-SDFF-output-B	2	28	13954	0	3
n124	9	27	255	1	3
\DFF_26/Q_reg-SDFF-output-B	2	23	14217	0	2
n125	9	22	255	1	2
\DFF_25/Q_reg-SDFF-output-B	2	42	14480	0	4
\DFF_24/Q_reg-SDFF-output-B	2	42	14682	0	4
\DFF_23/Q_reg-SDFF-output-B	2	41	14910	0	4
n126	9	40	259	1	4
\DFF_22/Q_reg-SDFF-output-B	2	41	15177	0	4
n127	9	40	260	1	4
\DFF_21/Q_reg-SDFF-output-B	2	41	15445	0	5
n128	9	40	292	1	5
\DFF_20/Q_reg-SDFF-output-B	2	36	15745	0	4
n129	9	35	181	1	4
n130	9	30	186	1	3
\DFF_19/Q_reg-SDFF-output-B	2	31	15934	0	3
\DFF_18/Q_reg-SDFF-output-B	2	35	192	0	4
\DFF_17/Q_reg-SDFF-output-B	2	30	382	0	3
\DFF_16/Q_reg-SDFF-output-B	2	29	483	0	3
n131	9	28	235	1	3
n132	9	24	239	1	3
\DFF_15/Q_reg-SDFF-output-B	2	25	726	0	3
\DFF_14/Q_reg-SDFF-output-B	2	20	245	0	2
n267	28	9	99	3	1
n133	9	19	258	1	2
\DFF_13/Q_reg-SDFF-output-B	2	45	361	0	4
n134	9	44	82	1	4
\DFF_12/Q_reg-SDFF-output-B	2	47	451	0	5
\DFF_11/Q_reg-SDFF-output-B	2	42	570	0	4
\DFF_10/Q_reg-SDFF-output-B	2	40	689	0	4
\DFF_9/Q_reg-SDFF-output-B	2	35	808	0	4
\DFF_8/Q_reg-SDFF-output-B	2	30	927	0	3
\DFF_7/Q_reg-SDFF-output-B	2	40	117	0	5
n135	9	39	173	1	5
\DFF_6/Q_reg-SDFF-output-B	2	35	298	0	4
\DFF_5/Q_reg-SDFF-output-B	2	28	209	0	3
\DFF_4/Q_reg-SDFF-output-B	2	23	420	0	3
n136	9	22	190	1	3
n137	9	17	195	1	3
\DFF_3/Q_reg-SDFF-output-B	2	18	618	0	3
\DFF_2/Q_reg-SDFF-output-B	2	13	201	0	2
\DFF_1/Q_reg-SDFF-output-B	2	8	208	0	1
troj27_0n1	4	4	348	1	1
troj27_0U8-s-bar	4	4	676	1	1
troj27_0U12-s-bar	4	4	23	1	1
troj27_0U14-s-bar	4	4	23	1	1
troj27_0N42	2	6	99999998	0	1
troj27_0N38	2	13	307	0	3
troj27_0U4-s-bar	5	5	11	1	1
troj27_0U6-s-bar	5	5	18	1	1
troj27_0n16	4	8	1	1	2
n330	14	3	213	2	0
n184	3	11	283	0	1
n146	28	3	211	4	0
n192	23	3	349	3	0
\DFF_64/Q_reg-SDFF-output-A	3	6	1267	0	0
n148	2	4	232	0	0
n172	18	11	270	2	1
n171	38	9	272	4	1
n409	11	2	246	1	0
n420	11	2	330	1	0
n422	11	2	275	1	0
n417	11	2	297	1	0
n428	48	9	82	6	1
n431	11	2	89	1	0
n426	11	2	234	1	0
n188	24	3	693	3	0
n190	19	3	897	2	0
n183	23	3	273	2	0
n186	23	3	519	2	0
n187	21	10	558	2	1
n301	19	55	234	2	5
n304	20	18	233	2	2
n305	20	18	233	2	2
n302	20	18	233	2	2
n303	20	18	233	2	2
n339	18	94	65	2	10
n259	14	2	6233	1	0
n430	49	10	81	6	1
trig83_0n1	26	19	661	4	2
n334	38	2	226	4	0
n329	119	10	228	14	1
n155	21	2	256	2	0
G175	3	12	363	0	1
trig83_0n2	20	19	661	2	2
n268	55	10	98	5	1
troj27_0n17	5	9	0	1	2
n182	22	4	272	2	0
n185	22	4	518	2	0
n103	4	12	556	0	1
\DFF_64/Q_reg-SDFF-MUX21	6	7	1264	0	0
n147	25	3	211	3	0
n189	30	3	693	4	0
n191	25	3	897	3	0
n193	20	3	349	2	0
trig84_0n3	12	28	588	1	3
n170	21	19	260	2	2
n145	23	9	68	2	1
n203	100	19	153	10	2
n262	146	19	13	16	2
n144	24	9	67	2	1
n332	9	9	219	1	1
n333	121	2	226	14	0
\DFF_13/Q_reg-SDFF-output-A	3	15	360	0	1
n266	20	29	88	2	3
G693	11	3	265	0	0
G687	11	3	511	0	0
G682	26	3	542	2	0
G707	7	26	207	0	3
G675	7	25	689	0	3
G669	7	20	893	0	2
G663	7	21	345	0	2
n95	24	10	67	2	1
n105	101	20	152	10	2
trig89_0n5	101	20	569	10	2
n258	3	149	440	0	16
n213	21	2	11	2	0
n411	10	29	267	1	3
n96	25	10	66	2	1
G332BF	12	10	216	1	1
\DFF_13/Q_reg-SDFF-MUX21	6	16	357	0	1
\DFF_70/Q_reg-SDFF-output-A	3	6	336	0	0
\DFF_69/Q_reg-SDFF-output-A	3	6	508	0	0
trig83_0n6	12	4	676	0	0
\DFF_68/Q_reg-SDFF-output-A	3	6	539	0	0
\DFF_72/Q_reg-SDFF-output-A	3	29	204	0	3
\DFF_67/Q_reg-SDFF-output-A	3	28	686	0	3
\DFF_66/Q_reg-SDFF-output-A	3	23	890	0	2
\DFF_65/Q_reg-SDFF-output-A	3	24	974	0	2
trig88_0n4	8	22	344	0	2
n300	54	2	118	6	0
n257	162	4	1005	17	0
n261	183	4	406	20	0
n112	4	150	6085	0	16
n212	13	10	278	1	1
n256	30	3	4924	3	0
n230	13	10	1562	1	1
n111	22	3	10	2	0
n410	70	10	238	7	1
n421	64	10	322	7	1
n423	69	10	267	7	1
n418	70	10	289	7	1
n427	70	10	226	7	1
n331	12	2	214	1	0
\DFF_0/Q_reg-SDFF-output-A	3	13	214	0	1
\DFF_70/Q_reg-SDFF-MUX21	6	7	333	0	0
\DFF_69/Q_reg-SDFF-MUX21	6	7	505	0	0
\DFF_68/Q_reg-SDFF-MUX21	6	7	536	0	0
\DFF_72/Q_reg-SDFF-MUX21	6	17	201	0	2
\DFF_67/Q_reg-SDFF-MUX21	6	22	683	0	3
\DFF_66/Q_reg-SDFF-MUX21	6	17	887	0	2
\DFF_65/Q_reg-SDFF-MUX21	6	12	971	0	1
trig88_0n3	11	18	334	1	1
n169	13	10	107	1	1
trig89_0n2	3	238	351	0	26
G447	153	5	6082	16	0
n196	12	2	276	1	0
G451	8	31	4919	0	3
n200	13	12	1559	1	1
n235	12	2	3938	1	0
n318	13	12	14705	1	1
G727	4	32	0	0	3
n260	42	10	6187	5	1
n167	13	12	235	1	1
n419	13	12	319	1	1
n416	12	13	264	1	1
n414	53	10	246	5	1
n424	13	12	310	1	1
n425	13	12	223	1	1
G328BF	6	13	210	0	1
\DFF_0/Q_reg-SDFF-MUX21	6	4	211	0	0
n151	40	10	239	4	1
n265	40	14	77	4	1
n98	14	11	111	1	1
\DFF_43/Q_reg-SDFF-output-A	3	8	6079	0	0
n195	21	3	307	2	0
n194	4	2	308	0	0
n198	21	3	273	2	0
n197	4	2	274	0	0
n205	21	3	1787	2	0
n204	4	2	1788	0	0
n207	21	3	2037	2	0
n206	4	2	2038	0	0
n209	21	3	2287	2	0
n208	4	2	2288	0	0
n211	21	3	2537	2	0
n210	4	2	2538	0	0
\DFF_44/Q_reg-SDFF-output-A	3	34	4916	0	3
n90	14	13	3056	1	1
n234	21	3	3929	2	0
n240	21	3	4067	2	0
n243	21	3	4205	2	0
n97	13	3	3941	1	0
n91	14	13	14933	1	1
G441	15	43	6182	1	5
n164	9	53	468	1	5
n165	21	22	310	2	2
n415	54	10	246	5	1
n163	14	22	254	1	2
n168	52	9	270	5	1
n166	21	22	216	2	2
n402	53	9	182	5	1
n326	11	126	490	1	14
\DFF_1/Q_reg-SDFF-output-A	3	16	207	0	1
n264	40	9	82	4	1
\DFF_43/Q_reg-SDFF-MUX21	6	9	6076	0	0
G613	6	5	304	0	0
G608	6	5	270	0	0
G577	6	5	1784	0	0
G573	6	5	2034	0	0
G569	6	5	2284	0	0
G565	6	5	2534	0	0
\DFF_44/Q_reg-SDFF-MUX21	6	14	4913	0	1
n236	4	22	3932	0	2
n237	4	23	3932	0	2
\DFF_42/Q_reg-SDFF-output-A	3	46	6179	0	5
n94	15	23	309	1	2
trig85_0n2	49	8	227	5	0
n93	53	10	424	5	1
n92	22	23	215	2	2
n322	207	10	473	23	1
n327	167	10	449	19	1
n328	50	21	15761	6	2
\DFF_1/Q_reg-SDFF-MUX21	6	9	204	0	1
n143	24	41	67	2	4
\DFF_63/Q_reg-SDFF-output-A	3	8	1354	0	0
\DFF_62/Q_reg-SDFF-output-A	3	8	1441	0	0
\DFF_60/Q_reg-SDFF-output-A	3	8	1781	0	0
\DFF_59/Q_reg-SDFF-output-A	3	8	2031	0	0
\DFF_58/Q_reg-SDFF-output-A	3	8	2281	0	0
\DFF_57/Q_reg-SDFF-output-A	3	8	2531	0	0
n233	24	2	3930	2	0
n239	24	2	4068	2	0
n242	24	2	4206	2	0
n232	25	2	3930	2	0
n238	25	2	4068	2	0
n241	25	2	4206	2	0
\DFF_42/Q_reg-SDFF-MUX21	6	35	6176	0	4
n413	86	10	246	9	1
n160	119	11	358	11	1
n320	224	11	456	25	1
n323	216	11	669	24	1
n324	19	216	15193	2	24
n325	50	9	15471	5	1
trig84_0n4	372	10	244	42	1
G237	13	64	15747	1	7
G713	3	84	7	0	7
n76	25	42	310	2	4
\DFF_63/Q_reg-SDFF-MUX21	6	9	1351	0	0
\DFF_62/Q_reg-SDFF-MUX21	6	9	1438	0	0
\DFF_60/Q_reg-SDFF-MUX21	6	9	1778	0	0
\DFF_59/Q_reg-SDFF-MUX21	6	9	2028	0	0
\DFF_58/Q_reg-SDFF-MUX21	6	9	2278	0	0
\DFF_57/Q_reg-SDFF-MUX21	6	9	2528	0	0
G503	8	22	3924	0	2
G498	8	22	4062	0	2
G494	8	22	4200	0	2
n412	31	54	225	3	5
n159	14	3	355	1	0
n162	48	9	343	5	1
n319	20	233	447	2	26
n321	52	9	628	5	1
G247	13	33	15179	1	3
G242	15	33	15447	1	3
\DFF_20/Q_reg-SDFF-output-A	3	67	15744	0	7
\DFF_73/Q_reg-SDFF-output-A	3	87	4	0	7
n202	20	126	1604	2	12
n263	34	35	6749	4	3
\DFF_51/Q_reg-SDFF-output-A	3	25	3921	0	2
\DFF_50/Q_reg-SDFF-output-A	3	25	4059	0	2
\DFF_49/Q_reg-SDFF-output-A	3	25	4197	0	2
n408	64	32	215	6	3
n158	46	15	312	4	1
n161	52	26	300	5	2
G260	13	34	14684	1	3
trig83_0n3	8	259	421	0	28
G252	15	34	14912	1	3
\DFF_22/Q_reg-SDFF-output-A	3	36	15176	0	3
\DFF_21/Q_reg-SDFF-output-A	3	36	15444	0	3
\DFF_20/Q_reg-SDFF-MUX21	6	37	15741	0	4
\DFF_73/Q_reg-SDFF-MUX21	6	22	1	0	3
n201	17	29	1595	2	3
G438	3	37	6746	0	4
\DFF_51/Q_reg-SDFF-MUX21	6	26	3918	0	2
\DFF_50/Q_reg-SDFF-MUX21	6	26	4056	0	2
\DFF_49/Q_reg-SDFF-MUX21	6	26	4194	0	2
n407	78	13	248	7	1
n405	45	14	202	4	1
\DFF_24/Q_reg-SDFF-output-A	3	37	14681	0	3
\DFF_23/Q_reg-SDFF-output-A	3	37	14909	0	3
\DFF_22/Q_reg-SDFF-MUX21	6	37	15173	0	3
\DFF_21/Q_reg-SDFF-MUX21	6	37	15441	0	3
\DFF_41/Q_reg-SDFF-output-A	3	40	6743	0	4
n406	54	9	207	5	1
\DFF_24/Q_reg-SDFF-MUX21	6	38	14678	0	3
\DFF_23/Q_reg-SDFF-MUX21	6	38	14906	0	3
\DFF_41/Q_reg-SDFF-MUX21	6	30	6740	0	3
n404	24	46	192	2	4
n403	70	23	168	6	2
n157	33	54	158	3	5
n156	72	3	255	6	0
n152	92	15	234	8	1
n398	94	10	118	11	1
n400	72	10	654	8	1
n401	25	42	206	4	4
n154	6	22	252	0	2
n396	103	11	109	12	1
n397	37	9	435	4	1
n399	32	9	632	4	1
G109	3	28	203	0	4
n153	32	7	242	3	0
n180	12	112	100	1	13
n395	9	45	227	1	5
G118	2	22	422	0	2
G113	2	21	620	0	2
\DFF_2/Q_reg-SDFF-output-A	3	31	200	0	4
n150	33	33	216	2	3
n174	171	9	41	21	1
n392	152	10	121	18	1
n393	49	22	303	6	2
n394	46	22	214	5	2
\DFF_4/Q_reg-SDFF-output-A	3	25	419	0	2
\DFF_3/Q_reg-SDFF-output-A	3	24	617	0	2
\DFF_2/Q_reg-SDFF-MUX21	6	14	197	0	2
G705	2	35	214	0	3
n389	10	21	110	1	2
trig87_0n2	672	3	495	76	0
G129	3	52	300	0	6
G125	3	49	211	0	5
\DFF_4/Q_reg-SDFF-MUX21	6	24	416	0	2
\DFF_3/Q_reg-SDFF-MUX21	6	19	614	0	2
\DFF_71/Q_reg-SDFF-output-A	3	38	211	0	3
n385	27	22	93	3	2
n390	19	22	987	2	2
n391	19	30	122	2	3
