
----------------------------------------
Circuit Details:
----------------------------------------
No. of Primary Inputs: 178
No. of Primary Outputs: 123
No. of Gates: 2314
No. of Nodes: 4806
Execution Time: 2548000 ns
Primary Inputs: N132 N80 N23 N79 N81 N26 N24 N112 N52 N115 N114 N53 N113 N122 N130 N119 N129 N131 N127 N126 N117 N34 N87 N176 N120 N14 N73 N76 N43 N91 N100 N46 N11 N109 N149 N188 N182 N191 N194 N116 N197 N97 N88 N86 N83 N315 N323 N372 N209 N217 N225 N233 N241 N264 N272 N280 N292 N203 N179 N128 N123 N64 N17 N20 N37 N40 N103 N49 N61 N106 N146 N152 N158 N70 N185 N140 N161 N164 N167 N173 N170 N82 N136 N289 N288 N54 N534 N523 N514 N490 N479 N4 N25 N374 N411 N400 N389 N435 N422 N468 N457 N446 N299 N603 N599 N67 N503 N619 N625 N242 N361 N332 N351 N341 N324 N316 N331 N308 N302 N588 N31 N206 N335 N307 N281 N273 N265 N234 N94 N226 N218 N210 N616 N613 N118 N607 N610 N248 N251 N254 N580 N257 N577 N583 N137 N574 N121 N571 N566 N559 N245 N556 N386 N145 N1 N373 N27 N358 N338 N155 N549 N562 N552 N366 N348 N545 N598 N597 N596 N369 N595 N592 N591 N631 N135 N200 N293 N141
Outputs: N8127 N8124 N8076 N8075 N7758 N7757 N7755 N7741 N7740 N7738 N7737 N7707 N7706 N7705 N7704 N7702 N7701 N7626 N7606 N7605 N7604 N7602 N7601 N7522 N7520 N7518 N7516 N7511 N7506 N7504 N7503 N7472 N7471 N7469 N7466 N7465 N7515 N7754 N7700 N6927 N6926 N6924 N7449 N6877 N7474 N6716 N6643 N5388 N7607 N5240 N8123 N7467 N4739 N4738 N7519 N7759 N4740 N7756 N7742 N4279 N4278 N4275 N4272 N7365 N6641 N8128 N7517 N7698 N7703 N3613 N3604 N3360 N3359 N3358 N3357 N7739 N6648 N4737 N7761 N7735 N7470 N7363 N7473 N7760 N2623 N7521 N2590 N2584 N2527 N2387 N2309 N2142 N2139 N2061 N2060 N2054 N1972 N7699 N7476 N6925 N7603 N7600 N6646 N7015 N7736 N7432 N1155 N1154 N1153 N1152 N1147 N1145 N1144 N1143 N1142 N1141 N1140 N1139 N1138 N1137 N1066 N816 N709


----------------------------------------
Signal	CC0	CC1	CO
N358	1	1	1
N338	1	1	1
N155	1	1	20
N549	1	1	1
N562	1	1	1
N552	1	1	1
N366	1	1	1
N348	1	1	1
N545	1	1	1
N598	1	1	21
N597	1	1	27
N596	1	1	33
N369	1	1	76
N595	1	1	23
N592	1	1	1
N591	1	1	4
N631	1	1	10
N135	1	1	10
N200	1	1	20
N293	1	1	1
N141	1	1	1
N1947	2	2	93
N1899	2	2	27
N1896	2	2	47
N1914	2	2	87
N1893	2	2	48
N1911	2	2	87
N1890	2	2	47
N1908	2	2	87
N1884	2	2	47
N1917	2	2	65
N1881	2	2	57
N1902	2	2	57
N1851	2	2	32
N1848	2	2	35
N1878	2	2	103
N1845	2	2	44
N1872	2	2	103
N1842	2	2	47
N1869	2	2	103
N1839	2	2	48
N1866	2	2	102
N1836	2	2	48
N1863	2	2	91
N1833	2	2	47
N1875	2	2	68
N1830	2	2	62
N1860	2	2	62
N1827	2	2	51
N1857	2	2	51
N1824	2	2	40
N1854	2	2	40
N1821	2	2	1
N1758	2	2	16
N1755	2	2	20
N1887	2	2	47
N1905	2	2	87
N1727	2	2	134
N1761	2	2	13
N1777	2	2	13
N1793	2	2	14
N1807	2	2	14
N1721	2	2	22
N1769	2	2	13
N1785	2	2	13
N1800	2	2	14
N1814	2	2	14
N1663	2	2	22
N1675	2	2	33
N1630	2	2	96
N1633	2	2	22
N1920	2	2	75
N1566	2	2	29
N1573	2	2	28
N1522	2	2	31
N1525	2	2	25
N1606	2	2	209
N1609	2	2	203
N1929	2	2	75
N1516	2	2	31
N1519	2	2	25
N1600	2	2	209
N1603	2	2	203
N1926	2	2	75
N1510	2	2	31
N1513	2	2	25
N1594	2	2	206
N1597	2	2	200
N1660	2	2	72
N1504	2	2	31
N1507	2	2	25
N1624	2	2	194
N1627	2	2	188
N1935	2	2	68
N1498	2	2	31
N1501	2	2	25
N1618	2	2	194
N1621	2	2	188
N1932	2	2	68
N1495	2	2	22
N1615	2	2	189
N1941	2	2	68
N1482	2	2	18
N1588	2	2	10
N1469	2	2	26
N1455	2	2	37
N1462	2	2	28
N1433	2	2	31
N1436	2	2	25
N1560	2	2	216
N1563	2	2	210
N1944	2	2	93
N1427	2	2	31
N1430	2	2	25
N1554	2	2	224
N1557	2	2	218
N1953	2	2	93
N1421	2	2	31
N1424	2	2	25
N1548	2	2	224
N1551	2	2	218
N1950	2	2	93
N1393	2	2	31
N1396	2	2	25
N1654	2	2	224
N1657	2	2	218
N1956	2	2	93
N1387	2	2	31
N1390	2	2	25
N1648	2	2	212
N1651	2	2	206
N1965	2	2	75
N1381	2	2	31
N1384	2	2	25
N1642	2	2	212
N1645	2	2	206
N1962	2	2	75
N1375	2	2	31
N1378	2	2	25
N1636	2	2	212
N1639	2	2	206
N1968	2	2	75
N1363	2	2	14
N1743	2	2	14
N1351	2	2	14
N1731	2	2	14
N1339	2	2	14
N1709	2	2	14
N1327	2	2	14
N1697	2	2	14
N1303	2	2	22
N1315	2	2	22
N1280	2	2	23
N1292	2	2	23
N1271	2	2	34
N1685	2	2	23
N1235	2	2	18
N1259	2	2	18
N1415	2	2	31
N1418	2	2	25
N1542	2	2	224
N1545	2	2	218
N1959	2	2	93
N1223	2	2	18
N1247	2	2	18
N1219	2	2	224
N1209	2	2	1
N1213	2	2	9
N1173	2	2	18
N1197	2	2	18
N1161	2	2	18
N1185	2	2	18
N1157	2	2	252
N1155	2	2	0
N1152	2	2	0
N1151	2	3	1
N1479	2	2	1
N1146	3	2	1
N1475	2	3	1
N1583	2	3	7
N1145	2	2	0
N1144	2	2	0
N1141	2	2	0
N1580	2	2	1
N1154	2	2	0
N1140	2	3	0
N1153	2	2	0
N1156	2	5	261
N1139	2	2	0
N1138	2	2	0
N1137	2	2	0
N1142	2	2	0
N1143	2	2	0
N1104	2	2	20
N1092	2	2	26
N1080	2	2	32
N1923	2	2	75
N1067	2	2	22
N1066	2	2	0
N1148	2	2	2
N1043	2	2	3
N1042	2	3	8
N816	2	2	0
N1492	2	2	22
N1612	2	2	189
N1938	2	2	68
N709	2	2	0
N1147	2	3	0
N1216	2	2	1
N3142	3	3	92
N2715	3	3	26
N2714	3	3	46
N2720	3	3	86
N2713	3	3	47
N2719	3	3	86
N2712	3	3	46
N2718	3	3	86
N2710	3	3	46
N2721	3	3	64
N2709	3	3	56
N2716	3	3	56
N2637	3	3	31
N2636	3	3	34
N2646	3	3	102
N2635	3	3	43
N2644	3	3	102
N2634	3	3	46
N2643	3	3	102
N2633	3	3	47
N2642	3	3	101
N2632	3	3	47
N2641	3	3	90
N2631	3	3	46
N2645	3	3	67
N2630	3	3	61
N2640	3	3	61
N2629	3	3	50
N2639	3	3	50
N2628	3	3	39
N2638	3	3	39
N2527	3	3	0
N3191	3	3	1
N2624	2	5	13
N2711	3	3	46
N2717	3	3	86
N3068	3	3	133
N3097	3	3	13
N3119	3	3	13
N3147	3	3	13
N3169	3	3	13
N3063	3	3	130
N3071	2	4	25
N3072	2	4	25
N3073	2	4	20
N3074	2	4	20
N2627	3	5	10
N3108	3	3	22
N2625	3	5	10
N3130	3	3	18
N3158	3	3	22
N3180	3	3	18
N2984	4	2	198
N2999	3	3	96
N3006	3	3	22
N3031	3	3	74
N2942	3	3	29
N2954	2	4	170
N2955	2	4	27
N2956	2	4	47
N2957	2	4	48
N2958	2	4	49
N2948	3	3	28
N2959	2	4	47
N2960	2	4	47
N2961	2	4	43
N2962	2	4	32
N2963	2	4	26
N2917	3	3	31
N2918	3	3	25
N2977	3	3	209
N2986	3	5	206
N2978	3	3	203
N3034	3	3	74
N2915	3	3	31
N2916	3	3	25
N2975	3	3	209
N2985	3	5	206
N2976	3	3	203
N3033	3	3	74
N2913	3	3	31
N2914	3	3	25
N2973	3	3	206
N2983	3	5	203
N2974	3	3	200
N3035	3	3	71
N3038	3	3	72
N2905	3	3	31
N2912	3	5	28
N2906	3	3	25
N2991	3	3	194
N2998	3	5	191
N2992	3	3	188
N3195	3	3	67
N2903	3	3	31
N2911	3	5	28
N2904	3	3	25
N2989	3	3	194
N2997	3	5	191
N2990	3	3	188
N3194	3	3	67
N2902	3	3	22
N2988	3	3	189
N3197	3	3	67
N2882	3	3	17
N2964	3	3	10
N2969	2	4	8
N2970	2	4	8
N2971	2	4	8
N2972	2	4	8
N3000	3	3	118
N3003	3	3	111
N3007	3	3	32
N3010	3	3	25
N3200	3	3	74
N2855	3	3	37
N2867	2	4	172
N2868	2	4	35
N2869	2	4	44
N2870	2	4	47
N2871	2	4	48
N2861	3	3	28
N2872	2	4	48
N2873	2	4	47
N2874	2	4	48
N2875	2	4	37
N2876	2	4	26
N2845	3	3	31
N2846	3	3	25
N2932	3	3	216
N2941	3	5	213
N2933	3	3	210
N3141	3	3	92
N2843	3	3	31
N2844	3	3	25
N2930	3	3	224
N2940	3	5	221
N2931	3	3	218
N3144	3	3	92
N2841	3	3	31
N2842	3	3	25
N2928	3	3	224
N2939	3	5	221
N2929	3	3	218
N3143	3	3	92
N2829	3	3	31
N2830	3	3	25
N3021	3	3	224
N3030	3	5	221
N3022	3	3	218
N3145	3	3	92
N2827	3	3	31
N2828	3	3	25
N3019	3	3	212
N3029	3	5	209
N3020	3	3	206
N3199	3	3	74
N2825	3	3	31
N2826	3	3	25
N3017	3	3	212
N3028	3	5	209
N3018	3	3	206
N3198	3	3	74
N2823	3	3	31
N2824	3	3	25
N3015	3	3	212
N3027	3	5	209
N3016	3	3	206
N3203	3	3	74
N2812	3	3	20
N3086	3	3	20
N2619	2	6	10
N2620	2	6	10
N2621	2	6	10
N2622	2	6	15
N2626	2	6	10
N2801	3	3	14
N2604	2	6	10
N2615	2	6	10
N2616	2	6	10
N2617	2	6	10
N2618	2	6	10
N3075	3	3	14
N2790	3	3	17
N3052	3	3	20
N2605	2	6	10
N2611	2	6	10
N2612	2	6	10
N2613	2	6	10
N2614	2	6	10
N2779	3	3	14
N2606	2	6	10
N2607	2	6	10
N2608	2	6	10
N2609	2	6	10
N2610	2	6	10
N3041	3	3	14
N2907	3	5	19
N2908	2	6	21
N2909	2	6	21
N2935	2	6	214
N2936	2	6	214
N2937	2	6	206
N3023	2	6	202
N3024	2	6	202
N3025	2	6	202
N3026	2	6	214
N2979	2	6	196
N2980	2	4	196
N2981	2	6	199
N2982	2	6	199
N2993	3	5	186
N2994	2	6	184
N2995	2	6	184
N3013	3	5	93
N3014	3	5	19
N2739	3	3	24
N2767	3	3	22
N2839	3	3	31
N2840	3	3	25
N2926	3	3	224
N2938	3	5	221
N2927	3	3	218
N2934	2	6	214
N3146	3	3	92
N2595	2	6	14
N2596	2	6	14
N2597	2	6	14
N2598	2	6	14
N2599	2	6	14
N2728	3	3	18
N2600	2	6	14
N2601	2	6	14
N2602	2	6	14
N2603	2	6	14
N2756	3	3	18
N2778	2	6	15
N2139	3	3	0
N2647	3	3	8
N2675	3	3	8
N2722	3	3	8
N2750	3	3	8
N2664	3	3	24
N2692	3	3	22
N2585	2	6	14
N2586	2	6	14
N2587	2	6	14
N2588	2	6	14
N2589	2	6	14
N2653	3	3	18
N2591	2	6	14
N2592	2	6	14
N2593	2	6	14
N2594	2	6	14
N2681	3	3	18
N2703	2	6	15
N2061	3	4	0
N2309	3	3	0
N2704	3	3	1
N1972	4	3	0
N2590	5	2	0
N2623	3	4	0
N2891	3	4	16
N2387	3	3	0
N2584	3	3	0
N2349	2	4	18
N2831	2	6	21
N2832	2	6	21
N2833	2	6	21
N2834	2	6	21
N2847	2	6	21
N2848	2	6	21
N2849	2	6	21
N2850	2	6	21
N2919	2	6	21
N2921	2	6	21
N2922	2	6	21
N3032	3	3	74
N2350	4	2	20
N2835	3	5	28
N2836	3	5	28
N2837	3	5	28
N2838	3	5	28
N2851	3	5	28
N2852	3	5	28
N2853	3	5	28
N2854	3	5	28
N2923	3	5	28
N2924	3	5	28
N2925	3	5	28
N2054	2	4	0
N1150	2	4	1
N1149	3	4	7
N2901	3	3	22
N2910	3	5	19
N2987	3	3	189
N2996	3	5	186
N3196	3	3	67
N2142	3	3	0
N2877	3	3	9
N3559	6	3	89
N3604	4	4	0
N3613	4	4	0
N3661	2	7	11
N3781	2	7	9
N3782	2	7	9
N3783	2	7	9
N3784	2	7	9
N3659	2	7	11
N3785	2	7	9
N3786	2	7	9
N3787	2	7	9
N3788	2	7	9
N3800	2	7	9
N3801	2	7	9
N3802	2	7	9
N3803	2	7	9
N3804	2	7	9
N3805	2	7	9
N3806	2	7	9
N3807	2	7	9
N3808	2	7	9
N3809	2	7	9
N3502	3	6	93
N3503	3	6	19
N3512	6	3	71
N3723	2	5	170
N3724	2	5	27
N3725	2	5	47
N3726	2	5	48
N3732	6	4	45
N3727	2	5	47
N3728	2	5	47
N3729	2	5	43
N3730	2	5	32
N3731	2	5	26
N3455	3	6	28
N3452	2	7	21
N3487	3	6	206
N3484	2	7	199
N3515	6	3	71
N3454	3	6	28
N3451	2	7	21
N3486	3	6	206
N3483	2	7	199
N3514	6	3	71
N3453	3	6	28
N3450	2	7	21
N3485	3	6	203
N3481	2	7	196
N3779	4	4	71
N3780	4	4	71
N3449	3	6	28
N3446	2	7	21
N3493	3	6	191
N3490	2	7	184
troj39_0n2	3	10	208
N3606	6	3	64
N3448	3	6	28
N3445	2	7	21
N3492	3	6	191
N3489	2	7	184
N3605	6	3	64
N3444	3	6	19
N3488	3	6	186
N3608	6	3	64
N3738	2	5	8
N3739	2	5	8
N3740	2	5	8
N3741	2	5	8
N3753	4	4	118
N3761	3	6	115
N3754	4	4	111
N3758	2	7	107
N3755	4	4	32
N3762	3	6	29
N3756	4	4	25
N3760	2	7	21
N3822	4	4	74
N3680	2	5	172
N3681	2	5	35
N3682	2	5	44
N3683	2	5	47
N3684	2	5	48
N3685	2	5	48
N3686	2	5	47
N3687	2	5	48
N3688	2	5	37
N3689	2	5	26
N3416	3	6	28
N3412	2	7	21
N3466	3	6	213
N3462	2	7	206
N3558	6	3	89
N3415	3	6	28
N3411	2	7	21
N3465	3	6	221
N3461	2	7	214
N3561	6	3	89
N3414	3	6	28
N3410	2	7	21
N3464	3	6	221
N3460	2	7	214
N3560	6	3	89
N3408	3	6	28
N3404	2	7	21
N3511	3	6	221
N3507	2	7	214
N3562	6	3	89
N3407	3	6	28
N3403	2	7	21
N3510	3	6	209
N3506	2	7	202
N3610	6	3	71
N3406	3	6	28
N3402	2	7	21
N3509	3	6	209
N3505	2	7	202
N3609	6	3	71
N3405	3	6	28
N3401	2	7	21
N3508	3	6	209
N3504	2	7	202
N3823	7	4	70
N3655	2	7	10
N3656	2	7	10
N3657	2	7	10
N3658	2	7	15
N3660	2	7	10
N3638	2	7	10
N3651	2	7	10
N3652	2	7	10
N3653	2	7	10
N3654	2	7	10
N3641	2	7	10
N3647	2	7	10
N3648	2	7	10
N3649	2	7	10
N3650	2	7	10
N3642	2	7	10
N3643	2	7	10
N3644	2	7	10
N3645	2	7	10
N3646	2	7	10
N3482	3	5	195
N3413	3	6	28
N3409	2	7	21
N3463	3	6	221
N3459	2	7	214
N3563	6	3	89
N3627	2	7	14
N3628	2	7	14
N3629	2	7	14
N3630	2	7	14
N3631	2	7	14
N3632	2	7	14
N3633	2	7	14
N3634	2	7	14
N3635	2	7	14
N3663	2	7	15
N3616	2	7	14
N3617	2	7	14
N3618	2	7	14
N3619	2	7	14
N3620	2	7	14
N3621	2	7	14
N3622	2	7	14
N3623	2	7	14
N3624	2	7	14
N3662	2	7	15
N3357	4	4	0
N3358	4	4	0
N3359	4	4	0
N3360	4	4	0
N3614	4	8	12
N3615	3	7	13
N3625	4	8	12
N3626	3	7	13
N3636	4	8	12
N3637	3	7	13
N3639	4	8	12
N3640	3	7	13
N3691	4	5	18
N2920	3	5	17
N3513	6	3	71
N2060	3	5	0
N3447	3	6	19
N3491	3	6	186
N3607	6	3	64
N3757	7	6	89
N3759	7	6	15
N4008	5	5	167
N3921	5	5	24
N3927	5	5	44
N3933	5	5	45
N4067	2	6	55
N4080	2	6	84
N4212	7	5	44
N4215	7	5	84
N4219	7	5	168
N3942	5	5	44
N3948	5	5	44
N3956	5	5	40
N3962	5	5	29
N3968	5	5	23
N3713	8	2	23
N3710	5	7	18
N3747	8	2	201
N3744	5	7	196
N3712	8	2	23
N3709	5	7	18
N3746	8	2	201
N3743	5	7	196
N3775	7	7	67
N3711	8	2	23
N3708	5	7	18
N3745	8	2	198
N3742	5	7	193
N3704	8	2	23
N3702	5	7	18
N3752	8	2	186
N3750	5	7	181
N3703	8	2	23
N3701	5	7	18
N3751	8	2	186
N3749	5	7	181
N3813	7	7	60
N3700	7	6	15
N3748	7	6	182
N3831	5	5	5
N3828	5	5	5
N3829	5	5	5
N3830	5	5	5
N3982	3	7	115
N3980	2	8	107
N3983	3	7	29
N3981	2	8	21
N4024	7	3	71
N4011	5	5	169
N3842	5	5	32
N3849	5	5	41
N3855	5	5	44
N3861	5	5	45
N3867	5	5	45
N3873	5	5	44
N3881	5	5	45
N3887	5	5	34
N3893	5	5	23
N3679	8	2	23
N3675	5	7	18
N3722	8	2	208
N3718	5	7	203
N3789	7	7	85
N3678	8	2	23
N3674	5	7	18
N3721	8	2	216
N3717	5	7	211
N3677	8	2	23
N3673	5	7	18
N3720	8	2	216
N3716	5	7	211
N3793	7	7	85
N3671	8	2	23
N3667	5	7	18
N3770	8	2	216
N3766	5	7	211
N3670	8	2	23
N3666	5	7	18
N3769	8	2	204
N3765	5	7	199
N3669	8	2	23
N3665	5	7	18
N3768	8	2	204
N3764	5	7	199
N3824	7	7	67
N3668	8	2	23
N3664	5	7	18
N3767	8	2	204
N3763	5	7	199
N3816	4	8	192
N3676	8	2	23
N3672	5	7	18
N3719	8	2	216
N3715	5	7	211
N3797	7	7	85
N4032	2	10	14
N4033	2	9	14
N4034	2	10	14
N4035	2	9	14
N4037	2	10	14
N4038	2	9	14
N4039	2	10	14
N4040	2	9	14
N3456	4	8	14
N3771	7	7	67
N3705	7	6	15
N3819	7	6	182
N3810	7	7	60
N3984	8	7	88
N3987	8	7	14
N4521	6	6	166
N4405	6	6	23
N4412	6	6	42
N4469	6	6	112
N4477	6	6	80
N4655	6	6	166
N4400	2	7	49
N4462	2	7	105
N4624	6	6	43
N4640	6	6	83
N4649	6	6	167
N4396	2	7	51
N4456	2	7	94
N4621	6	6	44
N4637	6	6	83
N4652	6	6	167
N4855	8	6	44
N4856	9	4	40
N4908	9	4	80
N4909	8	6	84
N4947	8	6	168
N4392	2	7	57
N4451	2	7	73
N4617	6	6	43
N4633	6	6	83
N4658	6	6	167
N4385	2	7	49
N4445	2	7	49
N4614	6	6	43
N4627	2	7	55
N4643	6	6	61
N4646	2	7	267
N4665	6	6	135
N4379	2	7	38
N4440	2	7	38
N4611	6	6	53
N4630	6	6	53
N4662	6	6	135
N4364	6	6	39
N4375	6	6	28
N4425	6	6	39
N4436	6	6	28
N4671	6	6	135
N4357	6	6	28
N4418	6	6	28
N4512	6	6	32
N4668	6	6	135
N3916	6	8	17
N3977	6	8	195
N3915	6	8	17
N3976	6	8	195
N4191	8	8	67
N3914	6	8	17
N3975	6	8	192
N3909	6	8	17
N3979	6	8	180
N3908	6	8	17
N3978	6	8	180
N4224	8	8	59
N3911	8	7	14
N4021	8	7	181
N4042	3	9	1
N4031	3	9	1
N4036	3	9	1
N4041	3	9	1
N4185	8	2	110
N4183	5	8	104
N4186	8	2	24
N4184	5	8	18
N4264	8	8	66
N4523	6	6	168
N4310	2	7	38
N4349	2	7	116
N4572	6	6	31
N4602	6	6	99
N4608	2	7	326
N4692	6	6	136
N4305	2	7	44
N4342	2	7	105
N4569	6	6	40
N4596	6	6	99
N4689	6	6	136
N4301	2	7	48
N4336	2	7	94
N4566	6	6	43
N4593	6	6	99
N4698	6	6	136
N4298	2	7	51
N4332	2	7	83
N4563	6	6	44
N4590	6	6	98
N4695	6	6	136
N4297	2	7	53
N4331	2	7	72
N4560	6	6	44
N4587	6	6	87
N4677	6	6	169
N4290	2	7	54
N4325	2	7	54
N4557	6	6	43
N4575	2	7	55
N4599	6	6	64
N4605	2	7	299
N4674	6	6	169
N4284	2	7	43
N4320	2	7	43
N4554	6	6	58
N4584	6	6	58
N4683	6	6	169
N4280	2	7	32
N4316	2	7	32
N4551	6	6	47
N4581	6	6	47
N4680	6	6	169
N4268	2	7	21
N4271	2	7	21
N4548	6	6	36
N4578	6	6	36
N4686	6	6	168
N3841	6	8	17
N3920	6	8	202
N4200	8	8	85
N3840	6	8	17
N3919	6	8	210
N3839	6	8	17
N3918	6	8	210
N4203	8	8	85
N3837	6	8	17
N3991	6	8	210
N3836	6	8	17
N3990	6	8	198
N3835	6	8	17
N3989	6	8	198
N4267	8	8	66
N3834	6	8	17
N3988	6	8	198
N4199	5	9	191
N3838	6	8	17
N3917	6	8	210
N4206	8	8	84
N4209	8	8	85
N4273	12	8	4
N4274	12	8	4
N4276	12	8	4
N4277	12	8	4
N3827	5	9	86
N3998	4	15	7
N4188	8	8	67
N4196	4	18	56
N4027	8	7	88
N4150	8	7	14
N4263	8	7	181
N4223	8	8	59
N4270	9	8	87
N4532	9	8	187
N4197	4	14	7
N5119	2	8	46
N5180	7	7	22
N5217	7	7	316
N5214	7	7	263
N5220	7	7	288
N5137	13	7	159
N5138	7	7	166
N5115	7	7	43
N5116	10	4	39
N5128	10	4	79
N5129	7	7	83
N5135	7	7	166
N5113	7	7	44
N5114	10	4	40
N5126	10	4	79
N5127	7	7	83
N5136	7	7	166
N5112	9	3	41
N5125	9	3	81
N5110	7	7	43
N5111	10	4	39
N5123	10	4	79
N5124	7	7	83
N5139	7	7	166
N5140	13	7	161
N5195	3	8	55
N5205	3	8	240
N5108	7	7	43
N5109	10	4	39
N5120	3	8	54
N5130	10	4	57
N5131	7	7	61
N5198	3	8	266
N5224	7	7	134
N5106	7	7	53
N5107	10	4	49
N5121	10	4	49
N5122	7	7	53
N5223	7	7	134
N5117	3	14	66
N5118	3	14	61
N5189	7	7	64
N5192	7	7	63
N5132	3	14	281
N5133	3	14	241
N5202	7	7	227
N5211	7	7	235
N5226	7	7	134
N5065	7	13	21
N5066	3	20	25
N5183	7	7	49
N5186	7	7	57
N5067	7	13	21
N5068	3	20	25
N5199	7	7	235
N5208	7	7	243
N5166	7	7	31
N5225	7	7	134
N4159	7	11	14
N4249	7	11	192
N4156	7	11	14
N4246	7	11	192
N4954	5	20	55
N4153	7	11	14
