
--------------------------------------------------
Circuit Details:
--------------------------------------------------
No. of Primary Inputs: 65
No. of Primary Outputs: 49
No. of Gates: 4601
No. of DFFs: 518
No. of Nodes: 10742
Execution Time: 2304502000 ns
Primary Inputs: troj81_0n34 troj81_0N99 test_si g6283 g6253 g6285 g6265 g6281 g6284 g6282 test_se g6256 g4202 g4214 troj81_0N98 g4203 g4215 g881 g4195 g4204 g4216 g4205 g4191 g4196 g4206 troj81_0N97 g4209 g4207 g4193 g4210 g4198 g4194 g4211 g4199 g4212 g4213 g4201 g877 troj81_0n14 g4192 g6259 g6263 g4208 g4197 g1700 g741 g744 g6258 g1696 g750 g6264 g4200 troj81_0n4 g109 g6260 g23 g742 CK g743 g6261 g6257 g6262 g2355 g6255 g6254
Outputs: Trigger_en0_13 Trigger_en0_9 Trigger_en0_7 Trigger_en0_6 Trigger_en0_4 Trigger_en0_2 troj81_0n25 troj81_0n24 g8984 troj81_0n27 g3327 g10377 g10455 Trigger_en0_11 g10457 g10463 g10465 g10801 troj81_0n26 g11206 troj81_0n32 troj81_0n35 g10459 g11163 Trigger_en0_12 g6842 g10379 g5659 g5658 g8313 g8316 g8318 g8323 g8328 g8331 g8335 g8340 g8349 g8352 g8561 g8562 g8563 g8564 g8565 g8566 g8271 g8347 g10461 g9961


----------------------------------------
Signal	CC0	CC1	CO	SC0	SC1
g6255	1	1	8	0	0
g6254	1	1	8	0	0
g8984	8	15	0	1	2
n2034	8	15	3	1	2
n3277	8	28	10	1	3
n2510	8	28	4983	1	3
n3276	8	23	5000	1	2
n2776	8	23	139	1	2
n3275	8	19	5146	1	1
n2778	8	19	150	1	1
n3274	8	18	5303	1	3
n2631	8	18	334	1	3
n3273	8	13	5644	1	2
n2764	8	13	162	1	2
g1360	8	8	5813	1	1
n2583	8	18	5820	1	2
n3272	8	46	5827	1	4
n2719	8	46	2220	1	4
n3271	8	41	8054	1	5
n2621	8	41	269	1	5
n3270	8	36	8330	1	4
n2634	8	36	807	1	4
n3269	8	31	9144	1	3
n2498	8	31	393	1	3
n3268	8	26	9544	1	2
n2795	8	26	182	1	2
n3267	8	27	9733	1	2
n2542	8	27	224	1	2
n3266	8	24	9964	1	3
n2517	8	24	345	1	3
n2585	8	40	260	1	4
n3265	8	35	267	1	3
n2705	8	35	3592	1	3
n3264	8	30	3866	1	3
n2654	8	30	736	1	3
n3263	8	25	4609	1	2
n2772	8	25	162	1	2
g8981	8	31	4778	1	4
n2019	8	31	3	1	4
n3262	8	26	4788	1	3
n2033	8	26	410	1	3
n3261	8	24	5205	1	2
n2745	8	24	169	1	2
n3260	8	36	5381	1	4
n2611	8	36	248	1	4
n3259	8	31	5636	1	3
n2711	8	31	433	1	3
n3258	8	26	6076	1	2
n1960	8	26	3675	1	2
n2646	8	32	6200	1	4
n3257	8	27	6207	1	3
n2757	8	27	119	1	3
n3256	8	22	6333	1	2
n2785	8	22	127	1	2
n3255	8	17	6467	1	3
n2713	8	17	26	1	3
n3254	8	12	6500	1	2
n2523	8	12	6086	1	2
g2611	7	7	12593	1	1
n3253	8	40	12599	1	3
n2765	8	40	161	1	3
g5645	8	35	12767	1	2
n3252	8	30	12774	1	5
n2598	8	30	12922	1	5
n3251	8	25	25703	1	4
n2608	8	25	684	1	4
n3250	8	20	26394	1	3
n2648	8	20	248	1	3
g8976	8	15	26649	1	2
n2038	8	15	3	1	2
n3249	8	22	26659	1	3
n2723	8	22	193	1	3
n3248	8	17	26859	1	2
n2589	8	17	517	1	2
n3247	8	41	27383	1	5
n2507	8	41	725	1	5
n3246	8	36	28115	1	4
n2054	8	36	566	1	4
n3245	8	31	28688	1	3
n2689	8	31	523	1	3
n3244	8	26	29218	1	2
n1959	8	26	3384	1	2
n3243	8	27	32609	1	4
\DFF_489/net776	8	27	357	1	4
n3242	8	22	32973	1	3
n2500	8	22	2934	1	3
n2553	8	17	487	1	2
n3241	8	27	494	1	3
n2031	8	27	353	1	3
n3240	8	22	854	1	2
n2779	8	22	164	1	2
n2561	8	17	487	1	2
n3239	8	35	494	1	5
n2670	8	35	351	1	5
n3238	8	30	852	1	4
n2707	8	30	921	1	4
n3237	8	25	1780	1	4
n2800	8	25	78	1	4
n3236	8	20	1865	1	3
n2605	8	20	672	1	3
g8982	8	15	2544	1	2
n2035	8	15	3	1	2
n3235	8	17	2554	1	3
n2686	8	17	523	1	3
n3234	8	12	3084	1	2
n2728	8	12	100	1	2
g2607	7	7	3191	1	1
n3233	8	28	3197	1	3
n2032	8	28	492	1	3
n3232	8	23	3696	1	2
n1961	8	23	652	1	2
n2536	8	18	298	1	3
n2643	8	13	305	1	2
g1710	8	8	312	1	1
n3231	8	22	319	1	3
n2782	8	22	119	1	3
n3230	8	17	445	1	2
n1944	8	17	6374	1	2
n3229	8	22	6826	1	4
n2682	8	22	523	1	4
n3228	8	17	7356	1	3
n2806	8	17	126	1	3
n3227	8	12	7489	1	2
n2700	8	12	26	1	2
g2610	7	7	7522	1	1
n3226	8	12	7528	1	2
n2783	8	12	163	1	2
g755	7	7	1742	1	1
n3225	8	37	1748	1	6
n1957	8	37	242	1	6
n3224	8	32	1997	1	5
n2699	8	32	631	1	5
n3223	8	27	2635	1	4
n2629	8	27	227	1	4
n3222	8	22	2869	1	3
n2762	8	22	138	1	3
n3221	8	17	3014	1	2
n2015	8	17	1835	1	2
n3220	8	26	4856	1	2
n2769	8	26	162	1	2
n3219	8	26	5025	1	3
n1948	8	26	181	1	3
n3218	8	21	5213	1	2
n2803	8	21	78	1	2
n3217	8	16	5298	1	2
n2797	8	16	183	1	2
n3216	8	11	5488	1	1
\DFF_452/net739	8	11	520	1	1
g2608	7	7	6015	1	1
n3215	8	98	6021	1	10
n1968	8	98	331	1	10
n3214	8	54	6359	1	6
n1956	8	54	428	1	6
n3213	8	45	6794	1	5
n2773	8	45	139	1	5
n3212	8	40	6940	1	4
n2053	8	40	460	1	4
g5647	8	35	3084	1	4
g7	8	31	144	1	3
n3211	8	26	151	1	2
n1996	8	26	482	1	2
g5649	8	25	640	1	3
n3210	8	20	647	1	3
n2615	8	20	672	1	3
n3209	8	15	1326	1	2
\DFF_441/net728	8	15	718	1	2
n3208	8	23	2051	1	3
n2597	8	23	9226	1	3
n2581	8	18	6373	1	2
n3207	8	46	6380	1	4
n2535	8	46	631	1	4
n3206	8	34	7018	1	4
\DFF_436/net723	8	34	2329	1	4
n3205	8	42	9354	1	5
n2715	8	42	312	1	5
g4181	8	37	9673	1	4
n2055	8	37	183	1	4
n3204	8	35	9863	1	4
n2658	8	35	335	1	4
n3203	8	36	10205	1	5
n2730	8	36	100	1	5
g4172	8	31	10312	1	4
n2599	8	31	28	1	4
n3202	8	32	10347	1	4
n2641	8	32	643	1	4
g4183	8	27	7240	1	3
n1990	8	27	277	1	3
n3201	8	45	7524	1	5
n2655	8	45	736	1	5
n3200	8	40	8267	1	5
n2494	8	40	1624	1	5
n3199	8	35	9898	1	4
n2740	8	35	193	1	4
n3198	8	30	10098	1	3
n2784	8	30	139	1	3
n2560	8	25	487	1	3
n3197	8	51	494	1	5
n2722	8	51	26	1	5
n2644	8	47	527	1	5
n3196	8	37	534	1	4
n2642	8	37	6200	1	4
n3195	8	32	6741	1	4
n2691	8	32	523	1	4
n3194	8	27	7271	1	4
n2603	8	27	242	1	4
n3193	8	22	7520	1	3
n1929	8	22	324	1	3
n3192	8	17	7851	1	2
n1970	8	17	6293	1	2
n3191	8	26	14151	1	2
n2526	8	26	6072	1	2
n3190	8	22	20230	1	4
n2649	8	22	736	1	4
n3189	8	17	20973	1	3
n2816	8	17	555	1	3
n3188	8	12	21535	1	2
n2656	8	12	335	1	2
g2604	7	7	21877	1	1
n3187	8	39	21883	1	4
n2747	8	39	144	1	4
n3186	8	34	22034	1	3
n2671	8	34	351	1	3
n3185	8	29	22392	1	2
n2761	8	29	151	1	2
g4174	8	45	22550	1	6
n2051	8	45	183	1	6
n3184	8	40	22740	1	5
n2676	8	40	523	1	5
n3183	8	35	23270	1	4
n2659	8	35	335	1	4
n3182	8	35	23612	1	3
n2717	8	35	3482	1	3
n2515	8	33	265	1	5
n3181	8	28	272	1	5
n2568	8	28	26665	1	5
n3180	8	23	26944	1	4
n2052	8	23	338	1	4
n3179	8	18	27289	1	3
n1995	8	18	487	1	3
n3178	8	13	27783	1	2
n2014	8	13	3900	1	2
g875	8	8	884	1	1
g5643	8	22	891	1	3
n3177	8	17	898	1	2
n2554	8	17	450	1	2
n3176	8	39	1355	1	5
n2039	8	39	331	1	5
n3175	8	34	1693	1	4
n2687	8	34	523	1	4
g4186	8	29	2223	1	3
n2050	8	29	285	1	3
n3174	8	26	2515	1	2
n2756	8	26	170	1	2
n3173	8	26	2692	1	2
n2799	8	26	143	1	2
n3172	8	25	2842	1	2
n2744	8	25	146	1	2
g4184	8	39	676	1	5
n1999	8	39	267	1	5
n3171	8	34	950	1	4
n2777	8	34	162	1	4
g4188	8	29	1119	1	3
n2049	8	29	285	1	3
n3170	8	24	1411	1	2
n2793	8	24	184	1	2
n3169	8	20	1602	1	2
\DFF_385/net672	8	20	14172	1	2
n3168	8	15	15781	1	1
\DFF_384/net671	8	15	141	1	1
n3167	8	17	15929	1	2
n2016	8	17	6157	1	2
n3166	8	26	22093	1	2
n1938	8	26	3669	1	2
n3165	8	27	25769	1	3
n1936	8	27	331	1	3
n3164	8	22	26107	1	2
n2017	8	22	159	1	2
n3163	8	17	26273	1	3
n2636	8	17	450	1	3
n3162	8	12	26730	1	2
n2680	8	12	956	1	2
g2601	7	7	27693	1	1
n3161	8	44	27699	1	4
n2572	8	44	21554	1	4
n3160	8	39	49260	1	3
n2703	8	39	11849	1	3
n3159	8	34	61116	1	4
n2504	8	34	428	1	4
n3158	8	29	61551	1	3
n2725	8	29	260	1	3
n3157	8	24	61818	1	2
n2798	8	24	183	1	2
n3156	8	19	62008	1	1
n2766	8	19	149	1	1
n3155	8	32	62164	1	5
n1980	8	32	217	1	5
n3154	8	27	62388	1	4
n2678	8	27	956	1	4
n3153	8	22	63351	1	3
n2661	8	22	335	1	3
n3152	8	17	63693	1	2
n1945	8	17	6374	1	2
n3151	8	22	70074	1	2
n2788	8	22	172	1	2
n3150	8	17	70253	1	2
n2817	8	17	459	1	2
g8986	8	32	70719	1	4
n2022	8	32	3	1	4
n3149	8	27	70729	1	3
n1978	8	27	208	1	3
n3148	8	29	70944	1	4
n2602	8	29	450	1	4
g2613	8	24	153	1	3
n3147	8	19	160	1	3
n2009	8	19	223	1	3
n3146	8	14	390	1	2
n1951	8	14	200	1	2
g874	8	9	597	1	1
g5646	8	32	604	1	4
n3145	8	27	611	1	4
n2616	8	27	665	1	4
n3144	8	22	1283	1	3
n2010	8	22	428	1	3
n3143	8	17	1718	1	2
n2013	8	17	6374	1	2
n2627	8	31	330	1	3
n3142	8	26	337	1	2
n2808	8	26	126	1	2
g37	8	21	151	1	1
n3141	8	39	158	1	5
n2509	8	39	4795	1	5
g4190	8	34	1699	1	4
n2492	8	34	231	1	4
n3140	8	29	1937	1	3
n2628	8	29	216	1	3
n3139	8	24	2160	1	2
n2753	8	24	172	1	2
n3138	8	27	2339	1	2
n2796	8	27	119	1	2
n3137	8	30	2465	1	4
n2657	8	30	335	1	4
n3136	8	25	2807	1	3
n2786	8	25	172	1	3
n3135	8	20	2986	1	2
n2046	8	20	149	1	2
n3134	8	34	3142	1	4
n2505	8	34	3770	1	4
n3133	8	29	6919	1	3
n2664	8	29	314	1	3
n3132	8	24	7240	1	2
n1926	8	24	443	1	2
n3131	8	19	7690	1	2
\DFF_336/net623	8	19	4335	1	2
n3130	8	14	12032	1	1
n2011	8	14	229	1	1
n3129	8	38	12268	1	4
n2612	8	38	314	1	4
n3128	8	35	12589	1	5
n1932	8	35	428	1	5
n3127	8	30	13024	1	4
n1984	8	30	302	1	4
n3126	8	25	13333	1	3
n1962	8	25	487	1	3
n3125	8	31	13827	1	4
\DFF_330/net617	8	31	318	1	4
n3124	8	26	14152	1	3
n2638	8	26	326	1	3
g3069	8	22	87	1	3
n2551	8	17	94	1	2
n3123	8	25	101	1	2
n2736	8	25	148	1	2
n3122	8	41	256	1	6
n2750	8	41	147	1	6
n3121	8	36	410	1	5
n1952	8	36	302	1	5
n3120	8	31	719	1	4
n2727	8	31	48	1	4
n3119	8	26	774	1	3
n2606	8	26	410	1	3
n3118	8	21	1191	1	2
n2746	8	21	144	1	2
g1765	8	24	55	1	2
n3117	8	19	62	1	1
\DFF_319/net606	8	19	68	1	1
g2044	8	32	137	1	3
n3116	8	27	144	1	2
n2774	8	27	152	1	2
n3115	8	22	303	1	3
n1933	8	22	331	1	3
n3114	8	17	641	1	2
n2537	8	17	6090	1	2
n3113	8	26	6738	1	2
n2519	8	26	7852	1	2
n3112	8	45	14597	1	5
n2503	8	45	769	1	5
n3111	8	40	15373	1	4
n2807	8	40	126	1	4
g2731	8	37	151	1	4
n3110	8	32	158	1	5
n1985	8	32	169	1	5
n3109	8	27	334	1	4
n2663	8	27	335	1	4
n3108	8	22	676	1	3
n2591	8	22	193	1	3
n3107	8	17	876	1	2
n2521	8	17	459	1	2
n3106	8	24	1342	1	2
n2528	8	24	3101	1	2
g2639	8	19	1005	1	3
n2577	8	19	1001	1	3
n3105	8	17	2013	1	2
n1939	8	17	487	1	2
n3104	8	29	2507	1	5
n1953	8	29	217	1	5
g4179	8	24	2731	1	4
n2056	8	24	183	1	4
n3103	8	19	2921	1	3
n2028	8	19	515	1	3
n3102	8	14	3443	1	2
n2578	8	14	483	1	2
n3101	8	17	3933	1	3
n1986	8	17	190	1	3
n3100	8	12	4130	1	2
n1925	8	12	455	1	2
g1955	7	7	4592	1	1
n3099	8	25	4598	1	2
n2787	8	25	171	1	2
n3098	8	49	4776	1	7
n2748	8	49	147	1	7
n3097	8	44	4930	1	6
n2571	8	44	7968	1	6
g2986	8	35	192	1	5
n3096	8	30	199	1	5
n2566	8	30	259	1	5
n2545	8	25	465	1	4
n3095	8	20	472	1	3
n2693	8	20	656	1	3
g8980	8	15	1135	1	2
n2036	8	15	3	1	2
n3094	8	27	1145	1	4
n1994	8	27	255	1	4
n3093	8	22	1407	1	3
n2720	8	22	26	1	3
n3092	8	17	1440	1	2
n1946	8	17	312	1	2
n3091	8	42	1759	1	5
n2593	8	42	963	1	5
n3090	8	37	2729	1	5
n2811	8	37	125	1	5
n3089	8	32	2861	1	4
n2497	8	32	576	1	4
n3088	8	27	3444	1	3
n2714	8	27	26	1	3
n3087	8	24	3477	1	2
n2754	8	24	171	1	2
n3086	8	23	3655	1	3
n1949	8	23	309	1	3
n3085	8	18	3971	1	2
n2533	8	18	8688	1	2
n3084	8	13	12666	1	2
n2074	8	13	25	1	2
n3083	8	8	12698	1	1
\DFF_275/net562	8	8	4	1	1
n3082	8	26	12709	1	2
n2532	8	26	3730	1	2
n3081	8	34	16446	1	4
n2813	8	34	125	1	4
n3080	8	32	16578	1	4
n2008	8	32	723	1	4
g5644	8	27	373	1	3
g2648	8	33	99	1	4
n3079	8	35	106	1	5
n2620	8	35	271	1	5
g8	8	30	146	1	4
n3078	8	33	153	1	5
n2580	8	33	24392	1	5
n3077	8	28	24552	1	4
n2669	8	28	450	1	4
n3076	8	45	25009	1	4
n2073	8	45	320	1	4
n3075	8	44	25336	1	5
n2579	8	44	49277	1	5
g17	8	39	147	1	5
n3074	8	34	154	1	4
n1982	8	34	203	1	4
n3073	8	29	364	1	3
n2695	8	29	3100	1	3
n3072	8	24	3471	1	2
n2794	8	24	183	1	2
n3071	8	26	3661	1	2
n2805	8	26	50	1	2
n3070	8	25	3718	1	2
n2741	8	25	145	1	2
n3069	8	35	3870	1	4
n1977	8	35	330	1	4
n3068	8	30	4207	1	3
n2729	8	30	100	1	3
g4176	8	34	4314	1	4
n2557	8	34	183	1	4
g1850	8	29	291	1	3
n3067	8	24	298	1	2
n2780	8	24	163	1	2
n3066	8	48	468	1	5
n2610	8	48	684	1	5
n3065	8	42	1159	1	4
n2701	8	42	266	1	4
n3064	8	37	1432	1	5
n2660	8	37	260	1	5
g4178	8	32	1699	1	4
n2513	8	32	183	1	4
g5652	8	27	1889	1	3
n3063	8	30	1896	1	4
n2630	8	30	301	1	4
g5650	8	25	2204	1	3
n3062	8	20	2211	1	2
n2047	8	20	170	1	2
n3061	8	15	2388	1	1
\DFF_242/net529	8	15	140	1	1
n3060	8	23	2535	1	3
n2724	8	23	221	1	3
n2584	8	18	2763	1	2
n3059	8	31	2770	1	4
n2690	8	31	523	1	4
n3058	8	36	3300	1	3
n2592	8	36	459	1	3
n3057	8	37	3766	1	3
n2012	8	37	5213	1	3
n3056	8	32	8986	1	2
n2525	8	32	6066	1	2
n3055	8	28	15059	1	4
n2600	8	28	562	1	4
n3054	8	23	15628	1	3
g8271	8	23	0	1	3
n2582	8	18	6373	1	2
n3053	8	29	6380	1	4
n2614	8	29	663	1	4
n3052	8	24	7050	1	3
n2590	8	24	16919	1	3
n3051	8	19	23976	1	2
n2733	8	19	124	1	2
n3050	8	14	24107	1	1
\DFF_228/net515	8	14	149	1	1
g4182	8	9	4693	1	1
n2573	8	9	277	1	1
g1356	8	46	359	1	6
n3049	8	38	366	1	5
n2665	8	38	523	1	5
g8983	8	37	896	1	5
n2018	8	37	3	1	5
n3048	8	32	906	1	4
n1983	8	32	329	1	4
g5651	8	27	1242	1	3
n3047	8	22	1249	1	3
n2639	8	22	643	1	3
n3046	8	17	1899	1	2
n2518	8	17	5389	1	2
n3045	8	25	7295	1	2
n2755	8	25	171	1	2
n3044	8	32	7473	1	4
n2681	8	32	523	1	4
n3043	8	27	8003	1	4
n2594	8	27	259	1	4
g1317	8	22	352	1	3
n3042	8	17	359	1	2
n1969	8	17	433	1	2
g8978	8	15	799	1	2
n2037	8	15	3	1	2
n3041	8	32	809	1	3
n1993	8	32	631	1	3
n3040	8	27	1447	1	2
n2692	8	27	1905	1	2
n3039	8	50	3359	1	5
n2635	8	50	589	1	5
n3038	8	57	3955	1	6
n2506	8	57	459	1	6
n3037	8	52	4421	1	5
n2694	8	52	7372	1	5
n3036	8	41	11800	1	5
n2673	8	41	351	1	5
n3035	8	36	12158	1	4
n2704	8	36	26	1	4
n3034	8	31	12191	1	4
n2632	8	31	702	1	4
n3033	8	32	12900	1	4
n2674	8	32	523	1	4
n3032	8	27	13430	1	4
n2633	8	27	807	1	4
n3031	8	22	14244	1	3
n2613	8	22	670	1	3
n3030	8	17	14921	1	2
n2544	8	17	2854	1	2
n3029	8	39	17782	1	4
n2751	8	39	170	1	4
n3028	8	34	17959	1	3
n2721	8	34	1383	1	3
n3027	8	29	19349	1	3
n2000	8	29	119	1	3
n3026	8	24	19475	1	2
n2768	8	24	162	1	2
n3025	8	38	19644	1	6
n2514	8	38	271	1	6
n3024	8	33	19922	1	5
n2742	8	33	145	1	5
n3023	8	28	20074	1	4
\DFF_194/net481	8	28	81	1	4
g5648	8	32	7356	1	4
n3022	8	32	7363	1	4
n2653	8	32	582	1	4
n2558	8	27	342	1	3
n3021	8	22	349	1	2
n1992	8	22	3016	1	2
n2552	8	17	487	1	2
n3020	8	12	494	1	2
n2618	8	12	383	1	2
g2612	7	7	884	1	1
n3019	8	22	890	1	3
n2696	8	22	620	1	3
n3018	8	17	1517	1	2
n1947	8	17	266	1	2
g4187	8	27	1790	1	4
n2512	8	27	285	1	4
n3017	8	22	2082	1	3
n2667	8	22	523	1	3
n2546	8	17	487	1	2
n3016	8	33	494	1	4
n2731	8	33	100	1	4
n3015	8	28	601	1	3
n2501	8	28	1888	1	3
n3014	8	23	2496	1	2
n2763	8	23	138	1	2
n3013	8	34	2641	1	3
n1989	8	34	302	1	3
n3012	8	29	2950	1	3
n2685	8	29	523	1	3
n3011	8	24	3480	1	2
n2767	8	24	163	1	2
n3010	8	27	3650	1	3
n2688	8	27	523	1	3
n3009	8	22	4180	1	2
n2061	8	22	390	1	2
n3008	8	31	4577	1	3
n2569	8	31	4625	1	3
n3007	8	26	9209	1	2
n2531	8	26	5500	1	2
n3006	8	26	14716	1	4
n2679	8	26	956	1	4
n3005	8	21	15679	1	3
n2562	8	21	1216	1	3
n3004	8	16	16902	1	2
n2538	8	16	255	1	2
n2790	8	11	165	1	1
n3003	8	27	172	1	3
n2651	8	27	465	1	3
n3002	8	22	644	1	2
n2718	8	22	661	1	2
n3001	8	17	1312	1	2
n1991	8	17	3891	1	2
n3000	8	22	5210	1	2
n2771	8	22	126	1	2
n2547	8	17	487	1	2
n2999	8	33	494	1	2
n2712	8	33	26	1	2
n2998	8	28	527	1	1
n2726	8	28	98	1	1
n2997	8	23	632	1	2
n2698	8	23	389	1	2
n2996	8	23	1028	1	4
n1974	8	23	324	1	4
n2995	8	18	1359	1	3
\DFF_157/net444	8	18	369	1	3
g2638	8	13	1735	1	2
n2994	8	12	1742	1	2
n2502	8	12	555	1	2
g2606	7	7	2304	1	1
n2993	8	17	2310	1	2
n2555	8	17	556	1	2
n2992	8	17	2873	1	3
n1950	8	17	238	1	3
n2991	8	12	3118	1	2
n2637	8	12	555	1	2
g2603	7	7	3680	1	1
g4175	8	36	3686	1	4
n2058	8	36	183	1	4
n2990	8	31	3876	1	3
n2743	8	31	145	1	3
n2989	8	26	4028	1	2
n1937	8	26	459	1	2
n2988	8	22	4494	1	3
n2809	8	22	126	1	3
n2987	8	17	4627	1	2
n1971	8	17	1474	1	2
n2986	8	22	6108	1	3
n2588	8	22	3208	1	3
n2985	8	17	9323	1	2
n2550	8	17	556	1	2
n2984	8	28	9886	1	3
n2626	8	28	333	1	3
n2983	8	23	10226	1	2
n2781	8	23	139	1	2
n2982	8	18	10372	1	2
n2529	8	18	4794	1	2
n2981	8	13	15173	1	2
n2802	8	13	89	1	2
g1217	8	8	3933	1	1
n2980	8	34	3940	1	4
\DFF_136/net423	8	34	368	1	4
n2979	8	34	4315	1	4
n1975	8	34	180	1	4
n2978	8	29	4502	1	3
n2810	8	29	126	1	3
n2977	8	24	4635	1	2
n2815	8	24	151	1	2
n2976	8	22	4793	1	3
n2040	8	22	487	1	3
n2975	8	17	5287	1	3
n2801	8	17	77	1	3
n2974	8	12	5371	1	2
n2737	8	12	100	1	2
g2605	7	7	5478	1	1
n2973	8	24	5484	1	2
n2527	8	24	739	1	2
g4185	8	19	6230	1	3
n2556	8	19	267	1	3
n2972	8	14	6504	1	2
\DFF_126/net413	8	14	594	1	2
n2971	8	25	7105	1	3
n1972	8	25	104	1	3
n2970	8	29	7216	1	3
n2675	8	29	523	1	3
n2969	8	24	7746	1	2
n2804	8	24	91	1	2
g16	8	29	145	1	3
n2968	8	24	152	1	2
\DFF_121/net408	8	24	203	1	2
n2967	8	19	362	1	1
n2792	8	19	170	1	1
n2966	8	22	539	1	3
n2601	8	22	450	1	3
n2965	8	17	996	1	2
n2586	8	17	6090	1	2
g632	8	23	341	1	2
n2964	8	18	348	1	1
n2732	8	18	102	1	1
n2963	8	36	457	1	4
n2652	8	36	736	1	4
n2962	8	33	1200	1	4
n2683	8	33	523	1	4
n2961	8	28	1730	1	3
n1979	8	28	173	1	3
g4173	8	23	1910	1	3
n2574	8	23	183	1	3
n2960	8	18	2100	1	2
n2624	8	18	353	1	2
n2959	8	32	2460	1	2
n2540	8	32	4420	1	2
n2958	8	34	6887	1	3
n2650	8	34	736	1	3
n2957	8	29	7630	1	2
n2749	8	29	160	1	2
n2956	8	25	7797	1	3
n2041	8	25	487	1	3
n2955	8	20	8291	1	3
n2623	8	20	302	1	3
n2954	8	15	8600	1	2
n2619	8	15	295	1	2
n2953	8	17	8902	1	2
n2520	8	17	4801	1	2
n2952	8	12	13710	1	2
n2706	8	12	26	1	2
g2609	7	7	13743	1	1
g4189	8	27	13749	1	3
n2043	8	27	285	1	3
n2951	8	22	14041	1	2
n2530	8	22	7710	1	2
n2950	8	17	21758	1	2
n2541	8	17	6483	1	2
n2949	8	19	28248	1	1
n2752	8	19	158	1	1
n2948	8	36	28413	1	3
n2534	8	36	277	1	3
n2947	8	37	28697	1	3
n2567	8	37	20989	1	3
n2946	8	32	49693	1	2
\DFF_93/net380	8	32	206	1	2
n2945	8	27	49906	1	1
n2030	8	27	799	1	1
g8979	8	22	50712	1	3
n2020	8	22	3	1	3
n2944	8	17	50722	1	2
n2587	8	17	459	1	2
g745	8	22	998	1	3
n2943	8	17	1005	1	2
n2549	8	17	556	1	2
n2942	8	35	1568	1	5
n2647	8	35	736	1	5
n2941	8	30	2311	1	4
n2493	8	30	401	1	4
n2940	8	25	2719	1	3
n2508	8	25	2046	1	3
n2939	8	20	4772	1	2
n2007	8	20	150	1	2
