
--------------------------------------------------
Circuit Details:
--------------------------------------------------
No. of Primary Inputs: 63
No. of Primary Outputs: 43
No. of Gates: 4518
No. of DFFs: 517
No. of Nodes: 10570
Execution Time: 5722048000 ns
Primary Inputs: troj5_0n3 troj5_0n2 test_si g6283 troj5_0N36 troj5_0n1 g6253 g6285 g6265 g6281 g6284 g6282 test_se g6256 g4202 g4214 g4203 g4215 g881 g4195 g4204 g4216 g4205 g4191 g4196 g4206 g4209 g4207 g4193 g4210 g4198 g4194 g4211 g4199 g4212 g4213 g4201 g877 g4192 g6259 g6263 g4208 g4197 g1700 g741 g744 g6258 g1696 g750 g6264 g4200 g109 g6260 g23 g742 CK g743 g6261 g6257 g6262 g2355 g6255 g6254
Outputs: troj5_0n6 troj5_0state_2_ Trigger_en0_5 Trigger_en0_2 troj5_0n4 Trigger_en0_1 g8984 g3327 g10377 g10455 g10457 g10463 g10465 g10801 g11206 troj5_0n5 g10459 g11163 g6842 g10379 g5659 g5658 g8313 g8316 g8318 g8323 g8328 g8331 g8335 g8340 g8349 g8352 Trigger_en0_3 g8561 g8562 g8563 g8564 g8565 g8566 g8271 g8347 g10461 g9961


----------------------------------------
Signal	CC0	CC1	CO	SC0	SC1
\DFF_319/net606	8	19	68	1	1
g2044	8	32	137	1	3
n3116	8	27	144	1	2
n2774	8	27	152	1	2
n3115	8	22	303	1	3
n1933	8	22	605	1	3
n3114	8	17	915	1	2
n2537	8	17	6046	1	2
n3113	8	26	6968	1	2
n2519	8	26	771	1	2
n3112	8	45	7746	1	5
n2503	8	45	2135	1	5
n3111	8	40	9888	1	4
n2807	8	40	126	1	4
g2731	8	37	151	1	4
n3110	8	32	158	1	5
n1985	8	32	224	1	5
n3109	8	27	389	1	4
n2663	8	27	353	1	4
n3108	8	22	749	1	3
n2591	8	22	5829	1	3
n3107	8	17	6585	1	2
n2521	8	17	789	1	2
n3106	8	24	7381	1	2
n2528	8	24	8308	1	2
g2639	8	19	782	1	3
n2577	8	19	778	1	3
n3105	8	17	1567	1	2
n1939	8	17	490	1	2
n3104	8	29	2064	1	5
n1953	8	29	217	1	5
g4179	8	24	2288	1	4
n2056	8	24	183	1	4
n3103	8	19	2478	1	3
n2028	8	19	1439	1	3
n3102	8	14	3924	1	2
n2578	8	14	486	1	2
n3101	8	17	4417	1	3
n1986	8	17	190	1	3
n3100	8	12	4614	1	2
n1925	8	12	785	1	2
g1955	7	7	5406	1	1
n3099	8	25	5412	1	2
n2787	8	25	171	1	2
n3098	8	45	5590	1	7
n2748	8	45	147	1	7
n3097	8	40	5744	1	6
n2571	8	40	20982	1	6
g2986	8	35	192	1	5
n3096	8	30	199	1	5
n2566	8	30	7756	1	5
n2545	8	25	490	1	4
n3095	8	20	497	1	3
n2693	8	20	656	1	3
g8980	8	15	1160	1	2
n2036	8	15	3	1	2
n3094	8	27	1170	1	4
n1994	8	27	529	1	4
n3093	8	22	1706	1	3
n2720	8	22	26	1	3
n3092	8	17	1739	1	2
n1946	8	17	389	1	2
n3091	8	42	2135	1	5
n2593	8	42	1526	1	5
n3090	8	37	3668	1	5
n2811	8	37	125	1	5
n3089	8	32	3800	1	4
n2497	8	32	17893	1	4
n3088	8	27	21700	1	3
n2714	8	27	26	1	3
n3087	8	24	21733	1	2
n2754	8	24	171	1	2
n3086	8	23	21911	1	3
n1949	8	23	646	1	3
n3085	8	18	22564	1	2
n2533	8	18	8314	1	2
n3084	8	13	30885	1	2
n2074	8	13	25	1	2
n3083	8	8	30917	1	1
\DFF_275/net562	8	8	4	1	1
n3082	8	26	30928	1	2
n2532	8	26	3272	1	2
n3081	8	34	34207	1	4
n2813	8	34	125	1	4
n3080	8	32	34339	1	4
n2008	8	32	1388	1	4
g5644	8	27	373	1	3
g2648	8	33	99	1	4
n3079	8	35	106	1	5
n2620	8	35	271	1	5
g8	8	30	146	1	4
n3078	8	33	153	1	5
n2580	8	33	39036	1	5
n3077	8	28	39196	1	4
n2669	8	28	523	1	4
n3076	8	45	39726	1	4
n2073	8	45	255	1	4
n3075	8	44	39988	1	5
n2579	8	44	88492	1	5
g17	8	39	147	1	5
n3074	8	34	154	1	4
n1982	8	34	421	1	4
n3073	8	29	582	1	3
n2695	8	29	2424	1	3
n3072	8	24	3013	1	2
n2794	8	24	183	1	2
n3071	8	26	3203	1	2
n2805	8	26	50	1	2
n3070	8	25	3260	1	2
n2741	8	25	145	1	2
n3069	8	35	3412	1	4
n1977	8	35	292	1	4
n3068	8	30	3711	1	3
n2729	8	30	100	1	3
g4176	8	34	3818	1	4
n2557	8	34	183	1	4
g1850	8	29	291	1	3
n3067	8	24	298	1	2
n2780	8	24	163	1	2
n3066	8	47	468	1	5
n2610	8	47	632	1	5
n3065	8	42	1107	1	4
n2701	8	42	1209	1	4
n3064	8	37	2323	1	5
n2660	8	37	353	1	5
g4178	8	32	2683	1	4
n2513	8	32	183	1	4
g5652	8	27	2728	1	3
n3063	8	30	2735	1	4
n2630	8	30	1710	1	4
g5650	8	25	4452	1	3
n3062	8	20	4459	1	2
n2047	8	20	170	1	2
n3061	8	15	4636	1	1
\DFF_242/net529	8	15	140	1	1
n3060	8	23	4783	1	3
n2724	8	23	287	1	3
n2584	8	18	5077	1	2
n3059	8	31	5084	1	4
n2690	8	31	523	1	4
n3058	8	36	5614	1	3
n2592	8	36	23361	1	3
n3057	8	37	28982	1	3
n2012	8	37	496	1	3
n3056	8	32	29485	1	2
n2525	8	32	587	1	2
n3055	8	28	30079	1	4
n2600	8	28	605	1	4
n3054	8	23	30691	1	3
g8271	8	23	0	1	3
n2582	8	18	515	1	2
n3053	8	29	522	1	4
n2614	8	29	611	1	4
n3052	8	24	1140	1	3
n2590	8	24	525	1	3
n3051	8	19	1672	1	2
n2733	8	19	124	1	2
n3050	8	14	1803	1	1
\DFF_228/net515	8	14	149	1	1
g4182	8	9	1959	1	1
n2573	8	9	277	1	1
g1356	8	43	480	1	6
n3049	8	38	487	1	5
n2665	8	38	523	1	5
g8983	8	37	1017	1	5
n2018	8	37	3	1	5
n3048	8	32	1027	1	4
n1983	8	32	337	1	4
g5651	8	27	1371	1	3
n3047	8	22	1378	1	3
n2639	8	22	3708	1	3
n3046	8	17	5093	1	2
n2518	8	17	525	1	2
n3045	8	25	5625	1	2
n2755	8	25	171	1	2
n3044	8	32	5803	1	4
n2681	8	32	523	1	4
n3043	8	27	6333	1	4
n2594	8	27	7979	1	4
g1317	8	22	473	1	3
n3042	8	17	480	1	2
n1969	8	17	19356	1	2
g8978	8	15	19843	1	2
n2037	8	15	3	1	2
n3041	8	32	19853	1	3
n1993	8	32	1439	1	3
n3040	8	27	21299	1	2
n2692	8	27	2744	1	2
n3039	8	50	24050	1	5
n2635	8	50	24652	1	5
n3038	8	51	48709	1	6
n2506	8	51	1041	1	6
n3037	8	46	49757	1	5
n2694	8	46	9258	1	5
n3036	8	41	59022	1	5
n2673	8	41	351	1	5
n3035	8	36	59380	1	4
n2704	8	36	26	1	4
n3034	8	31	59413	1	4
n2632	8	31	24694	1	4
n3033	8	32	84114	1	4
n2674	8	32	523	1	4
n3032	8	27	84644	1	4
n2633	8	27	616	1	4
n3031	8	22	85267	1	3
n2613	8	22	611	1	3
n3030	8	17	85885	1	2
n2544	8	17	516	1	2
n3029	8	39	86408	1	4
n2751	8	39	170	1	4
n3028	8	34	86585	1	3
n2721	8	34	777	1	3
n3027	8	29	87369	1	3
n2000	8	29	119	1	3
n3026	8	24	87495	1	2
n2768	8	24	162	1	2
n3025	8	38	87664	1	6
n2514	8	38	505	1	6
n3024	8	33	88176	1	5
n2742	8	33	145	1	5
n3023	8	28	88328	1	4
\DFF_194/net481	8	28	81	1	4
g5648	8	32	20341	1	4
n3022	8	32	20348	1	4
n2653	8	32	611	1	4
n2558	8	27	333	1	3
n3021	8	22	340	1	2
n1992	8	22	511	1	2
n2552	8	17	490	1	2
n3020	8	12	497	1	2
n2618	8	12	383	1	2
g2612	7	7	887	1	1
n3019	8	22	893	1	3
n2696	8	22	879	1	3
n3018	8	17	1779	1	2
n1947	8	17	490	1	2
g4187	8	27	1906	1	4
n2512	8	27	285	1	4
n3017	8	22	2198	1	3
n2667	8	22	523	1	3
n2546	8	17	490	1	2
n3016	8	33	497	1	4
n2731	8	33	100	1	4
n3015	8	28	604	1	3
n2501	8	28	370	1	3
n3014	8	23	981	1	2
n2763	8	23	138	1	2
n3013	8	34	1126	1	3
n1989	8	34	302	1	3
n3012	8	29	1435	1	3
n2685	8	29	523	1	3
n3011	8	24	1965	1	2
n2767	8	24	163	1	2
n3010	8	27	2135	1	3
n2688	8	27	392	1	3
n3009	8	22	2534	1	2
n2061	8	22	416	1	2
n3008	8	31	2957	1	3
n2569	8	31	16880	1	3
n3007	8	26	19844	1	2
n2531	8	26	8306	1	2
n3006	8	26	28157	1	4
n2679	8	26	507	1	4
n3005	8	21	28671	1	3
n2562	8	21	1091	1	3
n3004	8	16	29769	1	2
n2538	8	16	255	1	2
n2790	8	11	165	1	1
n3003	8	27	172	1	3
n2651	8	27	611	1	3
n3002	8	22	790	1	2
n2718	8	22	661	1	2
n3001	8	17	1458	1	2
n1991	8	17	3433	1	2
n3000	8	22	4898	1	2
n2771	8	22	126	1	2
n2547	8	17	490	1	2
n2999	8	33	497	1	2
n2712	8	33	26	1	2
n2998	8	28	530	1	1
n2726	8	28	98	1	1
n2997	8	23	635	1	2
n2698	8	23	389	1	2
n2996	8	23	1031	1	4
n1974	8	23	631	1	4
n2995	8	18	1669	1	3
\DFF_157/net444	8	18	360	1	3
g2638	8	13	1567	1	2
n2994	8	12	1574	1	2
n2502	8	12	531	1	2
g2606	7	7	2112	1	1
n2993	8	17	2118	1	2
n2555	8	17	559	1	2
n2992	8	17	2684	1	3
n1950	8	17	283	1	3
n2991	8	12	2974	1	2
n2637	8	12	20385	1	2
g2603	7	7	23366	1	1
g4175	8	36	23372	1	4
n2058	8	36	183	1	4
n2990	8	31	23562	1	3
n2743	8	31	145	1	3
n2989	8	26	23714	1	2
n1937	8	26	507	1	2
n2988	8	22	24228	1	3
n2809	8	22	126	1	3
n2987	8	17	24361	1	2
n1971	8	17	2365	1	2
n2986	8	22	26733	1	3
n2588	8	22	796	1	3
n2985	8	17	27536	1	2
n2550	8	17	559	1	2
n2984	8	28	28102	1	3
n2626	8	28	524	1	3
n2983	8	23	28633	1	2
n2781	8	23	139	1	2
n2982	8	18	28779	1	2
n2529	8	18	8314	1	2
n2981	8	13	37100	1	2
n2802	8	13	89	1	2
g1217	8	8	4417	1	1
n2980	8	34	4424	1	4
\DFF_136/net423	8	34	368	1	4
n2979	8	34	4799	1	4
n1975	8	34	180	1	4
n2978	8	29	4986	1	3
n2810	8	29	126	1	3
n2977	8	24	5119	1	2
n2815	8	24	151	1	2
n2976	8	22	5277	1	3
n2040	8	22	490	1	3
n2975	8	17	5774	1	3
n2801	8	17	77	1	3
n2974	8	12	5858	1	2
n2737	8	12	100	1	2
g2605	7	7	5965	1	1
n2973	8	24	5971	1	2
n2527	8	24	6030	1	2
g4185	8	19	12008	1	3
n2556	8	19	267	1	3
n2972	8	14	12282	1	2
\DFF_126/net413	8	14	783	1	2
n2971	8	25	13072	1	3
n1972	8	25	104	1	3
n2970	8	29	13183	1	3
n2675	8	29	523	1	3
n2969	8	24	13713	1	2
n2804	8	24	91	1	2
g16	8	29	145	1	3
n2968	8	24	152	1	2
\DFF_121/net408	8	24	203	1	2
n2967	8	19	362	1	1
n2792	8	19	170	1	1
n2966	8	22	539	1	3
n2601	8	22	366	1	3
n2965	8	17	912	1	2
n2586	8	17	6046	1	2
g632	8	23	341	1	2
n2964	8	18	348	1	1
n2732	8	18	102	1	1
n2963	8	36	457	1	4
n2652	8	36	611	1	4
n2962	8	33	1075	1	4
n2683	8	33	523	1	4
n2961	8	28	1605	1	3
n1979	8	28	281	1	3
g4173	8	23	1893	1	3
n2574	8	23	183	1	3
n2960	8	18	2083	1	2
n2624	8	18	544	1	2
n2959	8	32	2634	1	2
n2540	8	32	3924	1	2
n2958	8	34	6565	1	3
n2650	8	34	611	1	3
n2957	8	29	7183	1	2
n2749	8	29	160	1	2
n2956	8	25	7350	1	3
n2041	8	25	490	1	3
n2955	8	20	7847	1	3
n2623	8	20	298	1	3
n2954	8	15	8152	1	2
n2619	8	15	291	1	2
n2953	8	17	8450	1	2
n2520	8	17	780	1	2
n2952	8	12	9237	1	2
n2706	8	12	26	1	2
g2609	7	7	9270	1	1
g4189	8	27	9276	1	3
n2043	8	27	285	1	3
n2951	8	22	9568	1	2
n2530	8	22	8310	1	2
n2950	8	17	17885	1	2
n2541	8	17	8332	1	2
n2949	8	19	26224	1	1
n2752	8	19	158	1	1
n2948	8	36	26389	1	3
n2534	8	36	277	1	3
n2947	8	37	26673	1	3
n2567	8	37	28584	1	3
n2946	8	32	55264	1	2
\DFF_93/net380	8	32	206	1	2
n2945	8	27	55477	1	1
n2030	8	27	799	1	1
g8979	8	22	56283	1	3
n2020	8	22	3	1	3
n2944	8	17	56293	1	2
n2587	8	17	3083	1	2
g745	8	22	775	1	3
n2943	8	17	782	1	2
n2549	8	17	559	1	2
n2942	8	35	1348	1	5
n2647	8	35	611	1	5
n2941	8	30	1966	1	4
n2493	8	30	619	1	4
n2940	8	25	2592	1	3
n2508	8	25	1067	1	3
n2939	8	20	3666	1	2
n2007	8	20	150	1	2
n2938	8	29	3823	1	4
n2563	8	29	1982	1	4
n2937	8	24	5812	1	3
n2739	8	24	145	1	3
g1957	8	19	5964	1	3
n2936	8	28	5971	1	4
n2596	8	28	22722	1	4
n2935	8	23	28700	1	3
n2734	8	23	99	1	3
n2934	8	18	28806	1	2
n2576	8	18	298	1	2
