
----------------------------------------
Circuit Details:
----------------------------------------
No. of Primary Inputs: 155
No. of Primary Outputs: 20
No. of Gates: 691
No. of Nodes: 1537
Execution Time: 2015000 ns
Primary Inputs: N334 N224 N19 N352 N355 N343 N1 N74 N87 N61 N48 N72 N85 N53 N78 N91 N43 N49 N68 N81 N80 N64 N52 N90 N51 N76 N114 N126 N138 N116 N129 N141 N130 N106 N142 N107 N95 N112 N124 N100 N104 N136 N113 N337 N125 N137 N111 N86 N118 N219 N16 N6 N22 N21 N328 N4 N34 N35 N33 N73 N26 N32 N94 N246 N24 N272 N313 N60 N37 N117 N256 N3 N23 N93 N28 N259 N105 N140 N128 N269 N79 N131 N66 N340 N25 N15 N2 N135 N20 N55 N62 N102 N29 N119 N77 N230 N40 N103 N263 N281 N278 N287 N284 N266 N127 N275 N294 N123 N234 N227 N8 N322 N319 N309 N301 N88 N349 N346 N75 N47 N101 N262 N297 N63 N56 N54 N14 N331 N44 N132 N82 N50 N96 N92 N69 N120 N57 N108 N27 N237 N7 N67 N325 N231 N139 N241 N36 N5 N305 N11 N115 N99 N89 N65 N316
Outputs: N1448 N2925 N3882 N3546 N2387 N2389 N1026 N2643 N2496 N799 N3803 N792 N1269 N1029 N1969 N1970 N1971 N2891 N3079 N3851


----------------------------------------
Signal	CC0	CC1	CO
n781	2	4	66
n647	4	2	114
n618	4	2	46
n442	3	5	19
n443	3	5	19
n444	3	5	19
n445	3	5	19
n788	2	4	66
n297	4	3	2
n801	2	4	82
n298	3	5	6
n790	2	4	66
n641	4	2	120
n639	4	2	120
n611	5	3	58
n699	5	5	79
n691	5	5	79
n723	5	5	48
n694	5	5	79
n835	5	5	48
n697	5	5	79
n607	5	5	58
N799	5	2	0
n631	5	5	73
n692	5	5	79
n703	5	5	79
n749	5	5	78
n702	5	5	79
n832	5	5	78
n678	5	5	63
n752	5	5	78
n833	5	5	78
n625	5	5	85
n700	5	5	79
n622	5	5	85
n679	5	5	63
n649	5	5	111
n572	3	5	102
n557	6	2	16
n561	6	2	16
n581	6	2	16
n585	6	2	11
n589	6	2	16
n593	6	2	13
n565	6	2	55
n569	6	2	101
n577	6	2	94
n555	7	2	16
n559	7	2	16
n579	7	2	16
n583	7	2	11
n587	7	2	16
n591	7	2	13
n563	7	2	55
n567	7	2	101
n575	7	2	94
n558	6	2	16
n562	6	2	16
n582	6	2	16
n586	6	2	11
n590	6	2	16
n594	6	2	13
n566	6	2	55
n570	6	2	101
n571	6	2	105
n578	6	2	94
n344	5	4	102
n516	6	2	18
n520	6	2	43
n524	6	2	89
n528	6	2	43
n504	6	2	148
n508	6	2	46
n512	6	2	32
n532	6	2	89
n536	6	2	50
n513	6	2	18
n517	6	2	43
n521	6	2	89
n525	6	2	43
n501	6	2	148
n505	6	2	46
n509	6	2	32
n529	6	2	89
n533	6	2	50
n515	7	2	18
n519	7	2	43
n523	7	2	89
n527	7	2	43
n503	7	2	148
n507	7	2	46
n511	7	2	32
n531	7	2	89
n535	7	2	50
n682	5	5	63
n720	5	5	48
n834	5	5	48
n681	5	5	63
n646	5	5	111
n616	5	5	43
n296	11	4	13
n295	11	4	13
n684	5	5	63
N1029	5	2	0
N1269	5	2	0
n696	5	5	79
N792	11	4	0
n685	5	5	63
n640	5	5	117
n637	5	5	117
n610	4	8	55
n690	11	6	73
n701	6	11	73
n754	11	6	72
n755	11	6	72
n698	6	11	73
n891	6	6	84
n677	6	11	57
n325	5	6	13
n327	5	6	13
n330	5	6	13
n332	5	6	8
n334	5	6	13
n337	5	6	10
n339	5	6	52
n341	5	6	98
n345	5	6	91
n326	5	7	13
n328	5	7	13
n331	5	7	13
n333	5	7	8
n335	5	7	13
n338	5	7	10
n340	5	7	52
n342	5	7	98
n343	8	4	99
n346	5	7	91
n302	5	6	15
n304	5	6	40
n306	5	6	86
n309	5	6	40
n312	5	6	145
n315	5	6	43
n318	5	6	29
n321	5	6	86
n323	5	6	47
n303	5	7	15
n305	5	7	40
n307	5	7	86
n310	5	7	40
n313	5	7	145
n316	5	7	43
n319	5	7	29
n322	5	7	86
n324	5	7	47
n726	11	6	42
n725	11	6	42
n680	6	11	57
n887	11	6	105
n653	6	11	110
n432	6	2	11
N1277	5	23	1
n431	6	2	11
n695	6	11	73
n683	6	11	57
n884	6	6	116
n885	6	6	116
n857	14	5	49
n614	6	10	57
n693	6	17	67
n753	13	12	65
n393	23	7	61
n630	6	12	84
n892	12	6	78
N1820	7	11	7
N1821	7	11	7
n329	7	11	7
n294	7	11	2
n284	7	11	7
n336	7	11	4
n281	7	11	46
n282	7	11	92
n283	5	14	93
N1819	7	11	85
n301	7	11	9
N1816	7	11	34
N1817	7	11	80
n308	7	11	34
n311	7	11	139
n314	7	11	37
n317	7	11	23
n320	7	11	80
N1818	7	11	41
n724	13	12	35
n386	23	7	45
n654	12	7	104
N1448	6	24	0
n430	5	7	8
n387	13	2	55
n645	12	6	110
n644	12	6	110
n615	15	6	48
n392	29	7	55
n898	6	19	59
n635	18	6	72
n629	13	7	77
N2014	8	12	6
n395	3	10	104
n473	14	3	90
N2012	8	12	6
n476	14	3	90
n420	8	12	6
N1969	13	2	0
n421	8	12	6
n470	14	3	90
N2010	8	12	6
n818	3	10	90
n399	8	12	6
n820	3	10	90
N2022	8	12	45
n483	14	3	90
N2020	8	12	91
n379	14	3	90
N2018	6	15	93
n375	17	3	90
N2016	8	12	93
n368	3	10	82
n480	14	3	90
n727	8	12	9
n825	3	10	6
n412	8	12	33
n662	13	2	90
n464	14	3	77
n728	8	12	80
n793	3	10	77
n413	8	12	33
n661	3	10	53
n843	14	3	38
n868	8	12	138
n410	8	12	80
n660	3	10	49
n455	14	3	34
n411	8	12	22
n659	3	10	29
n458	14	3	77
n729	8	12	80
n467	14	3	77
n347	2	9	39
n730	8	12	80
n461	14	3	77
n864	6	19	29
n620	18	6	42
n652	8	19	97
N1726	6	8	7
n385	3	37	31
n643	13	13	103
n613	7	22	41
n391	8	53	31
n636	7	20	58
n628	8	20	70
n602	24	8	308
n474	14	2	91
n497	14	2	4
n603	24	8	308
n477	14	2	91
n499	14	2	4
n596	24	8	90
n490	15	3	3
n597	24	8	90
n675	24	8	42
n471	14	2	91
n495	15	3	3
n819	2	10	91
n599	24	8	90
n496	15	3	3
n438	2	10	7
n821	2	10	91
n600	24	8	90
n676	24	8	42
n498	15	3	3
n670	2	10	43
n738	12	16	113
n875	24	8	106
n350	14	2	79
n739	12	16	113
n874	24	8	106
n353	14	2	89
n735	12	14	110
n877	27	7	104
n355	17	2	91
n736	13	14	109
n876	27	6	105
n481	14	2	91
n826	2	10	7
n538	24	8	226
n539	24	8	226
n465	14	2	78
n794	2	10	78
n544	24	8	226
n492	14	2	31
n551	12	16	130
n550	12	16	130
n456	14	2	78
n658	2	10	20
n459	14	2	78
n545	24	8	226
n468	14	2	78
n433	10	11	30
n757	3	10	100
n462	14	2	78
n621	7	20	28
n439	10	2	5
tempn796	2	5	29
n888	33	9	83
n889	14	22	102
n824	2	10	29
n634	27	8	51
n472	6	15	87
n601	17	25	299
n475	6	15	87
n595	17	25	81
n469	6	15	87
n706	11	6	87
N2389	6	15	0
n851	3	11	6
n705	11	6	87
n598	17	25	81
n674	17	25	33
N2387	6	15	0
n482	6	15	87
n740	17	25	100
n829	17	25	97
n484	6	15	87
n478	6	18	87
n737	15	26	96
n828	14	28	97
n479	6	15	87
n290	11	6	3
n537	17	25	217
n463	6	15	74
n689	11	6	74
n491	5	5	28
n549	17	25	117
n454	6	15	74
n457	6	15	74
n543	17	25	217
n466	6	15	74
n349	13	2	28
n756	3	17	86
n460	6	15	74
n619	27	8	21
n292	3	13	2
n890	34	10	82
n899	9	36	42
n452	29	9	69
n708	16	13	80
n397	14	3	12
n494	13	2	4
n704	13	12	80
n879	18	26	80
n906	37	4	21
n905	18	26	33
n710	16	13	80
n743	52	16	70
n742	54	15	71
n709	16	13	80
N2891	9	3	0
n542	13	26	208
n869	18	26	217
n909	8	3	25
n908	6	6	28
n686	12	14	66
n548	13	26	208
n871	18	26	217
n688	16	13	67
n348	3	28	65
n837	14	3	27
n758	3	6	86
n760	3	6	159
n762	3	6	139
n766	2	5	130
n434	4	18	85
n487	19	2	92
n486	20	3	115
n687	16	13	67
n865	9	35	13
n866	31	8	40
N1971	16	4	0
N1970	15	2	0
N2970	11	49	67
n453	10	37	41
N2496	15	8	0
N2643	6	14	0
n707	13	20	73
n878	52	18	54
n450	26	36	80
n904	37	3	22
n741	32	53	54
n390	27	17	66
n541	12	26	209
n907	8	2	26
n547	12	26	209
n384	20	12	60
n838	14	4	25
n667	14	4	45
n668	14	4	49
n289	14	3	16
n352	20	2	83
n759	3	7	86
n761	3	7	159
n763	3	7	139
n765	2	6	130
n488	20	2	92
n485	21	3	115
n383	28	13	52
n867	10	36	12
N2971	47	11	31
n389	34	14	59
n451	53	19	53
n770	8	38	17
n830	33	54	54
n672	64	3	43
n540	27	26	195
n711	6	9	22
n546	27	26	195
n666	9	15	53
n842	15	3	38
n351	3	35	68
n354	3	38	71
n374	3	38	73
n378	3	35	70
n435	7	7	82
n437	7	7	155
n764	7	7	135
n767	6	5	127
n358	5	20	89
n363	7	21	111
n382	13	49	31
n836	45	11	3
n657	12	59	19
n388	15	62	31
n449	20	80	26
n769	41	3	14
n673	66	4	42
n870	28	27	194
n279	11	2	20
n872	28	27	194
n848	10	16	52
n844	7	15	34
n369	9	2	80
n436	19	8	143
n356	3	8	86
n362	12	15	113
n365	33	8	99
n795	3	16	28
n656	13	2	1
n285	68	7	10
n823	3	18	28
n880	135	21	189
n605	55	54	269
n773	4	49	6
n772	42	4	14
n671	8	65	38
n447	27	56	166
n448	27	56	166
n845	20	8	29
n367	3	13	76
n665	13	4	79
troj0_0n1	51	3	91
n839	21	9	133
n840	20	9	142
N2925	14	3	0
n712	11	6	25
n606	136	22	188
n771	5	51	5
n900	66	29	17
n901	146	9	37
n446	57	55	138
n846	12	15	25
n361	17	8	125
n360	21	8	130
n604	23	192	132
N3546	50	10	0
n903	67	30	16
n554	67	8	126
n873	58	56	138
n849	19	13	21
n359	17	18	121
n881	218	18	106
n882	26	41	298
n902	40	68	6
n553	69	9	125
n398	12	25	113
n852	30	8	124
n883	219	19	105
n489	70	2	4
n552	18	68	116
n663	16	25	100
n841	14	7	118
n831	20	246	78
N3803	6	16	0
n731	26	36	98
n732	94	18	116
n366	33	15	92
N3809	2	22	76
n734	27	37	97
n364	24	34	83
n733	56	28	78
n396	25	35	82
N3671	2	58	76
n394	11	29	78
n664	46	4	79
n655	23	5	73
n371	9	15	74
n372	9	14	74
n286	8	14	70
n370	15	19	64
N3881	8	77	1
n373	14	19	60
N3882	9	78	0
n376	20	18	56
n377	19	24	52
n380	25	23	48
n381	24	29	44
n669	29	28	40
n847	45	11	23
n850	25	20	9
n288	25	15	4
N3851	19	15	0
troj0_0n3	9	43	99
troj0_0n2	63	3	79
Trigger_en0_0	4	115	27
n796	7	8	24
n713	9	11	20
n280	18	10	13
N3038	3	30	1
N3079	4	31	0
